,group,names,scores,logfoldchanges,pvals,pvals_adj
131086,Ductal,NPEPPS,4.32039,0.52506274,1.5575368782764335e-05,0.00014355246517062727
131087,Ductal,TTC30B,4.3197985,2.4001162,1.5617189320452442e-05,0.0001438662631924407
131088,Ductal,TP53TG1,4.316686,0.7934609,1.5838908750818827e-05,0.00014583616131910647
131089,Ductal,CFDP1,4.3151984,0.6592623,1.5945975065461557e-05,0.00014674896098284287
131090,Ductal,TM7SF2,4.314381,1.3648638,1.6005056598025844e-05,0.00014721947438353097
131091,Ductal,CYP39A1,4.313859,5.171978,1.6042942270389946e-05,0.0001474946510671171
131092,Ductal,ATP6V0E2,4.313257,1.0445732,1.6086679548781295e-05,0.0001478233259231854
131093,Ductal,ARL16,4.311128,0.8634918,1.6242384616742844e-05,0.0001491800556337766
131094,Ductal,DIP2C,4.3097367,1.6065903,1.634491102240122e-05,0.00015004725609701357
131095,Ductal,LRRC41,4.309385,1.0685692,1.6370913721789705e-05,0.00015021145277598516
131096,Ductal,CNNM3,4.3078575,1.4243505,1.6484355827666706e-05,0.00015117739014005338
131098,Ductal,TMEM25,4.3067236,2.376306,1.65690481384571e-05,0.00015180365044476513
131099,Ductal,MRPL42,4.3042874,0.79972196,1.6752411926255907e-05,0.00015340725168073457
131100,Ductal,C17orf97,4.304178,2.8368585,1.6760656124625563e-05,0.00015340725168073457
131102,Ductal,DDX1,4.3027177,0.72761315,1.687157753809654e-05,0.00015426990390195292
131103,Ductal,VAMP8,4.3025,0.57968676,1.688818158150142e-05,0.00015434546989078854
131104,Ductal,SIAE,4.2981944,1.5600384,1.7219512244096626e-05,0.00015721830937419647
131105,Ductal,POLR2L,4.29735,0.5187723,1.728520510232435e-05,0.0001576625386045918
131107,Ductal,EVA1C,4.2940893,1.5979143,1.7541171322996544e-05,0.0001597610520052643
131108,Ductal,STOML2,4.2928987,0.87981766,1.7635553577775176e-05,0.00016054165768021898
131109,Ductal,HSD17B12,4.292151,0.60012585,1.7695059350071416e-05,0.0001610041609595731
131110,Ductal,LYPD6,4.2910714,3.264842,1.7781305904265174e-05,0.00016170939969053344
131111,Ductal,PLIN5,4.2899275,1.7745312,1.7873132590267917e-05,0.0001624646683929707
131112,Ductal,ZNF189,4.282097,1.3628135,1.8514050152150474e-05,0.0001681158788018475
131113,Ductal,DCBLD2,4.282,0.82844687,1.8522087689899338e-05,0.0001681158788018475
131114,Ductal,IBTK,4.2812524,0.571771,1.8584439707165735e-05,0.00016851652408648519
131115,Ductal,ANKRD54,4.2810793,1.465373,1.8598920678294254e-05,0.00016856524240606844
131116,Ductal,CASP6,4.280666,0.8875026,1.8633511559645114e-05,0.00016879608342356932
131117,Ductal,MEX3D,4.278742,1.411913,1.8795259799331227e-05,0.00017009480347492567
131118,Ductal,PPP2R5E,4.2771873,0.84873235,1.8926967084153475e-05,0.0001712030204430246
131119,Ductal,TPPP3,4.276972,1.8649493,1.894528233703055e-05,0.00017128497323469683
131120,Ductal,PDLIM4,4.2752833,1.297033,1.9089443068218663e-05,0.0001723951478424303
131121,Ductal,PTAR1,4.2752066,0.6242728,1.9096020590964614e-05,0.0001723951478424303
131122,Ductal,IPO7,4.271901,0.54265344,1.9381335444629657e-05,0.00017486444771360894
131123,Ductal,RHOV,4.270037,2.5324287,1.9544051926747954e-05,0.0001761820599163782
131124,Ductal,PRSS3,4.267249,0.6003535,1.9789799683701917e-05,0.00017831052714034634
131125,Ductal,IL17RE,4.2663083,1.4840963,1.9873396158683397e-05,0.0001789766144568144
131126,Ductal,USP9X,4.2654915,0.5438417,1.9946265816394935e-05,0.0001795454968210219
131127,Ductal,ZNF493,4.264833,0.73367727,2.0005188308643332e-05,0.00017990088436737716
131128,Ductal,DYNC2H1,4.263679,0.9889154,2.0108813172942683e-05,0.00018065718708332537
131129,Ductal,TBC1D24,4.2633996,1.8008068,2.0134017979779548e-05,0.00018079586159717618
131130,Ductal,ATP2C1,4.261968,0.5429021,2.0263412859480147e-05,0.00018186953530087248
131131,Ductal,TMED7,4.258547,0.5833219,2.057601410930937e-05,0.0001844069216082269
131132,Ductal,RAB5B,4.258086,0.62200415,2.061843526901346e-05,0.00018469766772683064
131133,Ductal,ESRP2,4.257544,2.629393,2.066848950750433e-05,0.0001850564757210366
131134,Ductal,NTPCR,4.256722,0.7897089,2.0744591516000765e-05,0.0001854871516398214
131135,Ductal,STK33,4.2567,3.7366412,2.0746658231719365e-05,0.0001854871516398214
131136,Ductal,EIF4EBP2,4.2492995,0.5508314,2.1443989155553454e-05,0.00019144423892996997
131137,Ductal,UBL3,4.248896,0.6259376,2.1482651429596116e-05,0.00019169692864394182
131138,Ductal,BLNK,4.2483463,1.3091027,2.15354147652935e-05,0.00019182751590205287
131139,Ductal,MT2A,4.248312,0.51336557,2.1538746314608843e-05,0.00019182751590205287
131140,Ductal,CELSR2,4.2459893,2.3684251,2.1763081163628954e-05,0.00019355460628187003
131141,Ductal,CGNL1,4.2450833,3.1873834,2.185121658359146e-05,0.00019423653473224167
131142,Ductal,ARHGAP21,4.242979,0.6911051,2.2057215251327934e-05,0.00019597353944134714
131143,Ductal,KCNK15,4.2393494,2.4791052,2.2416852500507856e-05,0.0001990732673833488
131144,Ductal,ZDHHC1,4.239186,1.9559243,2.24331741084654e-05,0.00019912266341744325
131145,Ductal,TTC19,4.237025,0.7420717,2.265013149980762e-05,0.00020085576601194997
131146,Ductal,BBX,4.2340636,0.6699219,2.295060443908632e-05,0.0002034228143458671
131147,Ductal,DTX4,4.231484,1.5993292,2.3215476235304813e-05,0.00020557359745779243
131148,Ductal,CAPN6,4.231293,3.2551455,2.3235164284141806e-05,0.0002056495386927845
131149,Ductal,SRP9,4.2291045,0.56649673,2.346233455769733e-05,0.00020746174183435475
131150,Ductal,CSNK1E,4.2281365,0.63167375,2.356348642421752e-05,0.000208182443727881
131151,Ductal,HYAL2,4.2281094,1.1520852,2.3566338121246592e-05,0.000208182443727881
131152,Ductal,UQCRFS1,4.2263985,0.70264983,2.3746136259939288e-05,0.00020967067927609562
131153,Ductal,PAK4,4.226106,1.3187531,2.3776970029831004e-05,0.0002098428156137732
131154,Ductal,C20orf194,4.224938,1.3306199,2.3900686474037305e-05,0.00021083412992135766
131155,Ductal,DCAF10,4.223697,0.7897054,2.4032674113168077e-05,0.00021178880420982335
131156,Ductal,PLA2G12A,4.2236133,1.0087973,2.4041656441055433e-05,0.00021178880420982335
131157,Ductal,C5orf24,4.2235985,0.63410157,2.4043241889276428e-05,0.00021178880420982335
131158,Ductal,RBBP4,4.2230587,0.6487284,2.41009140215871e-05,0.00021219582102640936
131159,Ductal,ZNF626,4.222014,1.2238259,2.421292877021711e-05,0.00021308068128882932
131160,Ductal,NDUFB7,4.2217216,0.61049306,2.424433893495379e-05,0.00021325569423440578
131161,Ductal,FLRT3,4.220147,1.9980688,2.4414303052742257e-05,0.00021464869672071303
131162,Ductal,RAB9A,4.216406,0.63600975,2.4822658739571043e-05,0.00021813530165870908
131163,Ductal,DUSP3,4.2154703,0.85150087,2.492582665546984e-05,0.0002189379562946276
131164,Ductal,SMYD2,4.2115116,1.2130538,2.536677272536515e-05,0.00022259974529555848
131165,Ductal,PLEKHB1,4.2112293,1.8823332,2.5398491507727855e-05,0.0002227724560822367
131166,Ductal,C1orf210,4.2105384,2.170803,2.5476278273925005e-05,0.0002233488782641071
131167,Ductal,FAXDC2,4.210395,1.9877845,2.5492477424529597e-05,0.00022338507561352712
131168,Ductal,C9orf116,4.2018557,2.7716236,2.6473578708841748e-05,0.0002317627820078213
131169,Ductal,MFAP1,4.2003803,0.8720558,2.6646714539225093e-05,0.00023316820140777247
131170,Ductal,BAG1,4.2001476,0.68400425,2.667411930989262e-05,0.00023329769662957595
131171,Ductal,NUDT12,4.1959634,1.4388369,2.717141844795973e-05,0.00023753492735776604
131172,Ductal,IRF2BP2,4.195181,0.5777945,2.726537759752484e-05,0.00023824378810075175
131173,Ductal,TIMM8B,4.1946836,0.6315988,2.732530341946013e-05,0.00023865473826519522
131174,Ductal,ROMO1,4.1943913,0.56444514,2.7360542072028333e-05,0.00023884978873916433
131175,Ductal,SNRPC,4.194146,0.7597123,2.739014003364011e-05,0.00023899543687061646
131177,Ductal,ZNF280D,4.191561,0.61061525,2.7704122943183765e-05,0.00024150739675435795
131178,Ductal,SPRYD4,4.190707,2.2270253,2.7808631819549498e-05,0.0002420338548883612
131179,Ductal,UNC13B,4.1906404,2.2583926,2.7816826570894486e-05,0.0002420338548883612
131180,Ductal,NINL,4.1886644,2.8010871,2.806006632026962e-05,0.00024380640722499058
131181,Ductal,ADAM9,4.187625,0.5708776,2.8188898113884506e-05,0.00024481085752870043
131182,Ductal,FAM136A,4.185686,0.71295553,2.8430580237421147e-05,0.0002467939720703345
131183,Ductal,STX18,4.1845746,0.9968883,2.857005667370862e-05,0.00024788843828425945
131184,Ductal,BMPR1B,4.1839085,4.7211213,2.86539296132262e-05,0.00024849966042735577
131185,Ductal,RHBDF1,4.182995,1.2784674,2.8769362915190238e-05,0.00024938388734024625
131186,Ductal,RAI2,4.178128,2.9262998,2.9391870834390347e-05,0.000254541578629884
131187,Ductal,PARK7,4.1760507,0.5647483,2.9661408371167343e-05,0.0002565157405257916
131188,Ductal,ENPP4,4.172708,0.75390387,3.0100047392618685e-05,0.00026018756520093135
131189,Ductal,UBR3,4.1700516,0.8056108,3.0453074255182655e-05,0.0002629934882130963
131190,Ductal,SH3PXD2A,4.1648226,1.0751534,3.115946863998486e-05,0.000268843023832261
131191,Ductal,NIPAL1,4.164367,2.2298498,3.122174245730595e-05,0.00026925479387575075
131192,Ductal,LRRC1,4.1618195,0.67346984,3.157218776582786e-05,0.00027215019980539177
131193,Ductal,NDUFS6,4.1609654,0.6456293,3.169051830528405e-05,0.00027304302713030353
131194,Ductal,TCTEX1D2,4.160094,1.5887469,3.1811683980334336e-05,0.0002739594394714042
131195,Ductal,MMP1,4.159138,1.9062657,3.1945059106030115e-05,0.000274980097151302
131196,Ductal,TBC1D8B,4.1584277,1.419613,3.204457081225844e-05,0.00027570844817408974
131197,Ductal,LRRC8B,4.158316,0.9175181,3.2060200377621235e-05,0.0002757147436750168
131198,Ductal,SREK1,4.1571326,0.75384647,3.22266687838975e-05,0.00027695202293440103
131199,Ductal,MKLN1,4.1570807,0.556241,3.223400104828982e-05,0.00027695202293440103
131200,Ductal,AGAP1,4.1547313,1.1063697,3.2567008705621824e-05,0.00027955363177873055
131201,Ductal,FIGN,4.153194,3.712584,3.2786686252912977e-05,0.0002813088560420308
131202,Ductal,FAM102A,4.151,0.6515129,3.3102545237796036e-05,0.0002838873052436938
131203,Ductal,RIPK4,4.1507945,1.6251087,3.313228235886545e-05,0.0002840107223786581
131204,Ductal,ANKRD17,4.1504827,0.6240975,3.317747396496529e-05,0.0002842664401248207
131205,Ductal,TDRP,4.1481404,4.234453,3.351864462428687e-05,0.00028692393897394874
131206,Ductal,DCUN1D1,4.147712,0.7851109,3.358139565401249e-05,0.00028721404984070865
131207,Ductal,PRPSAP1,4.1476974,0.9453718,3.3583573991208384e-05,0.00028721404984070865
131208,Ductal,DGCR2,4.1474943,0.62285393,3.36133580545624e-05,0.00028733598961468187
131209,Ductal,MAP2,4.146821,1.646452,3.371233371993919e-05,0.0002880490120752145
131210,Ductal,FAM221A,4.1466403,1.42718,3.3738944121350944e-05,0.0002881433497248925
131211,Ductal,HEBP2,4.145858,0.60249525,3.385436462958267e-05,0.00028899572241682954
131212,Ductal,TMEM87B,4.145234,0.7118763,3.394667752815413e-05,0.00028965014339029434
131213,Ductal,AKR7A2,4.1418743,0.63053393,3.44478993958151e-05,0.0002937913705614516
131214,Ductal,ELMO3,4.1416316,1.1375941,3.448436752281507e-05,0.00029396692295934523
131215,Ductal,CNP,4.1414165,0.99493486,3.4516773009915457e-05,0.0002941076970969178
131216,Ductal,LCN12,4.1411467,3.5179684,3.455741380509914e-05,0.0002943184801154946
131217,Ductal,ZNF219,4.1397724,1.4878634,3.4765052076316e-05,0.00029594235404355423
131218,Ductal,RASSF6,4.139673,0.79083824,3.4780062681403276e-05,0.00029594235404355423
131219,Ductal,APLP2,4.138993,0.56916165,3.4883427335979555e-05,0.00029668547321092534
131220,Ductal,COQ9,4.1385393,0.9314607,3.4952373407583466e-05,0.0002971110597663406
131221,Ductal,CRK,4.138453,0.6590131,3.4965574548608087e-05,0.0002971110597663406
131222,Ductal,NBPF1,4.138334,1.059207,3.4983686670458735e-05,0.0002971285402524919
131224,Ductal,NDUFB6,4.1343455,0.7519839,3.55967684316741e-05,0.0003020584105295702
131225,Ductal,EBAG9,4.1341624,0.8214051,3.562517351279313e-05,0.0003021609011004869
131226,Ductal,MTERF2,4.133667,1.9042741,3.570205173797217e-05,0.00030253565545542625
131227,Ductal,ANKRD65,4.1333427,2.7236,3.575249233326414e-05,0.0003028244281975833
131228,Ductal,RBMS3,4.1332264,1.9985807,3.577060582953163e-05,0.00030283925072604844
131229,Ductal,IDH1,4.1303444,0.56114364,3.6221994144539915e-05,0.000306486065909555
131230,Ductal,ZSWIM6,4.130265,0.6447457,3.6234479505598224e-05,0.000306486065909555
131231,Ductal,ABHD4,4.130003,1.2999536,3.627586645685687e-05,0.0003066516699024567
131232,Ductal,NNT,4.129931,0.8290258,3.6287197119272714e-05,0.0003066516699024567
131233,Ductal,EMC10,4.1280174,0.6187749,3.6590459367309416e-05,0.0003090733142450002
131234,Ductal,DHX9,4.12412,0.7610335,3.721542330084345e-05,0.0003142088681700318
131235,Ductal,PRRG2,4.123813,1.533615,3.7265086322521407e-05,0.0003144847024947121
131236,Ductal,PRKACB,4.1197653,0.7548327,3.792582964688126e-05,0.00031976917051245167
131237,Ductal,OARD1,4.116262,0.7408961,3.850662853322256e-05,0.00032451829429159835
131238,Ductal,POP5,4.113915,0.88725865,3.8900455377638955e-05,0.00032739005351248936
131239,Ductal,NCOA7,4.1083965,0.6974462,3.984156332785338e-05,0.000335013002403437
131240,Ductal,PROS1,4.108392,0.88834804,3.984241737126303e-05,0.000335013002403437
131241,Ductal,SLC18B1,4.1080995,1.610602,3.9892836696028525e-05,0.000335284617953406
131242,Ductal,ZNF486,4.1073246,1.8325019,4.002686958268277e-05,0.0003362584091542034
131243,Ductal,TPRN,4.1038756,1.5061336,4.0628580504624626e-05,0.0003406946712274979
131244,Ductal,TMCO1,4.1034226,0.55266637,4.070826288209408e-05,0.0003412082523364652
131245,Ductal,GIGYF1,4.0996695,0.55797553,4.137409035798406e-05,0.00034647524445937153
131247,Ductal,LIN7C,4.097785,0.88298184,4.171220449245293e-05,0.0003488331534305587
131248,Ductal,SCYL3,4.0966043,1.2442086,4.192547161025481e-05,0.0003504583121458834
131249,Ductal,RCN2,4.0942426,0.58166295,4.235511337206652e-05,0.000353730181939005
131250,Ductal,IFT80,4.088825,1.294553,4.3356327206816224e-05,0.0003619285284693495
131251,Ductal,AUH,4.088236,0.7921041,4.3466578237883106e-05,0.0003626185571276429
131252,Ductal,DYNLRB1,4.0881743,0.5833187,4.347817465100987e-05,0.0003626185571276429
131253,Ductal,DMRTA1,4.0858517,3.476168,4.391539894894027e-05,0.0003661001298865034
131254,Ductal,CDC37L1,4.083797,0.8063718,4.430575677093437e-05,0.00036902189044090116
131255,Ductal,ARF3,4.0795236,0.5152063,4.5128076141756846e-05,0.00037553296095121127
131256,Ductal,FANCL,4.0793777,1.0986366,4.515643981318968e-05,0.0003756001041000905
131257,Ductal,AJAP1,4.0792637,5.8634915,4.517856559080185e-05,0.000375615324972583
131258,Ductal,LNX1,4.0788355,2.0254223,4.526186983647895e-05,0.00037613894255218494
131259,Ductal,PHLDB1,4.076815,1.6354928,4.5656764080182864e-05,0.00037925032891918505
131260,Ductal,UNC50,4.076691,0.6254971,4.568106696228226e-05,0.00037928196782007975
131261,Ductal,LYRM9,4.0759287,1.8580648,4.583104347329595e-05,0.0003803565567534924
131262,Ductal,TMEM219,4.074703,0.61500865,4.607305582715595e-05,0.00038209558063140753
131263,Ductal,ACLY,4.074659,0.83624786,4.608187907112452e-05,0.00038209558063140753
131264,Ductal,B3GALT5-AS1,4.073515,3.1510997,4.630889145144079e-05,0.00038380593555388027
131265,Ductal,CAPN1,4.0731907,0.61369467,4.637345349184614e-05,0.00038416898109829744
131266,Ductal,PTPN14,4.07222,1.2867522,4.656715699645835e-05,0.00038560106243107594
131267,Ductal,RBP4,4.0683627,2.7589712,4.734464042322666e-05,0.0003918637121255169
131268,Ductal,MCFD2,4.0675035,0.8103749,4.751947067527477e-05,0.0003931349324038043
131270,Ductal,FAM20B,4.066043,1.0537126,4.781813848809434e-05,0.0003952524738718901
131271,Ductal,CLSTN1,4.0580435,0.63276684,4.9485538990332744e-05,0.00040885217414914646
131272,Ductal,SMPDL3A,4.057212,1.0889444,4.966206549595691e-05,0.00041012755293782886
131273,Ductal,MICAL3,4.056189,1.3332059,4.9879863807932404e-05,0.0004117424797026784
131274,Ductal,AP2A2,4.0552807,0.6882898,5.00741631779964e-05,0.0004131620766541147
131275,Ductal,SLC35D2,4.054835,0.6564498,5.016972188171153e-05,0.0004137660618827252
131276,Ductal,PCMTD1,4.054436,0.6000222,5.025534025474862e-05,0.0004142875644074088
131277,Ductal,FAM104B,4.054095,1.0518343,5.0328837643477336e-05,0.00041464709130274003
131278,Ductal,ALDH2,4.054025,0.5105218,5.034376258481963e-05,0.00041464709130274003
131279,Ductal,TMTC4,4.0527654,1.3811047,5.0615809078940166e-05,0.0004165170202863253
131280,Ductal,PTGFRN,4.052203,1.2475264,5.073758306949392e-05,0.0004173203737940696
131282,Ductal,DHX30,4.04894,0.7196214,5.145012796026846e-05,0.0004224434419523906
131283,Ductal,LCLAT1,4.0484624,1.2447202,5.155526140360348e-05,0.0004231189458077559
131284,Ductal,FBXW4,4.0474916,0.84116656,5.176942372543077e-05,0.00042468826457737026
131285,Ductal,CACNA1D,4.0462537,2.562686,5.204381362452939e-05,0.0004266647765531412
131286,Ductal,CASP7,4.046197,0.9097749,5.2056468658183e-05,0.0004266647765531412
131287,Ductal,NMB,4.04411,0.87749296,5.252232050570123e-05,0.0004302924239039454
131288,Ductal,TBC1D9,4.041468,0.905595,5.311762330039476e-05,0.00043478454419301445
131289,Ductal,DGKH,4.0413194,1.0309514,5.315128777885579e-05,0.00043486776433390104
131290,Ductal,TFF1,4.0405817,1.3087077,5.3318787789013e-05,0.00043604542890466794
131291,Ductal,DAAM1,4.039631,0.6522741,5.353536430866974e-05,0.0004376232275885825
131292,Ductal,IRAK1BP1,4.0329266,2.0127606,5.50865139605224e-05,0.0004501042445330632
131293,Ductal,TRAM1,4.0327435,0.6210141,5.51294931866782e-05,0.0004502566330122919
131294,Ductal,TMEM230,4.028599,0.56124496,5.611028288849049e-05,0.0004576610865655767
131295,Ductal,ANAPC13,4.028101,0.5605023,5.6229153278566326e-05,0.0004584286078089987
131296,Ductal,MFSD6,4.0244694,0.9169445,5.7103981468558754e-05,0.0004651511377810813
131297,Ductal,ZC3H7B,4.0217013,0.9893378,5.777932722431464e-05,0.00047023835045751586
131298,Ductal,RANBP17,4.0212283,3.174961,5.789545773101556e-05,0.0004707694359525066
131299,Ductal,GUCD1,4.020676,0.8006189,5.803132437540299e-05,0.0004716669829668788
131300,Ductal,STRBP,4.0201464,0.9169163,5.816199150847504e-05,0.0004725214999329884
131301,Ductal,MAGEH1,4.0189505,1.042322,5.845793336344622e-05,0.00047471740796722206
131302,Ductal,SLC39A14,4.017193,0.9460743,5.8895551815757575e-05,0.00047806139362027434
131303,Ductal,LYRM1,4.0161033,0.804447,5.916830711198544e-05,0.0004800648223242063
131304,Ductal,GSS,4.0149446,0.8210248,5.9459732162461526e-05,0.0004822179067180874
131305,Ductal,ACAT1,4.0112977,0.98197526,6.038587085424385e-05,0.0004893000489927719
131306,Ductal,CHTOP,4.011142,0.6543998,6.0425784680010474e-05,0.0004894091890910083
131307,Ductal,MRPS28,4.0073195,0.7119313,6.141183415072444e-05,0.000496960566081092
131308,Ductal,HPN,4.005735,4.3890114,6.182500905305922e-05,0.0005000854206927303
131309,Ductal,MORF4L2,4.004903,0.56344265,6.204297803542388e-05,0.0005016292680216643
131310,Ductal,PHC1,4.0006,1.1038268,6.31821114378558e-05,0.0005106163040962434
131311,Ductal,JUN,3.9999115,0.5592226,6.336614696122305e-05,0.0005118800880887626
131312,Ductal,RNF11,3.9992926,0.5018637,6.35320797723431e-05,0.0005129965970099274
131313,Ductal,CNPY2,3.9936578,0.63256276,6.506176620121728e-05,0.0005244329734694809
131314,Ductal,MGAT4B,3.9902263,0.55377764,6.601029723478381e-05,0.0005318470051911816
131315,Ductal,C12orf10,3.9878767,0.83103406,6.666729247840284e-05,0.0005366731543705095
131316,Ductal,TMEM251,3.985973,0.6329827,6.720420710355332e-05,0.0005405251025056328
131317,Ductal,INPP4B,3.9857426,0.6173034,6.726941621295151e-05,0.0005406868335974062
131318,Ductal,MLH3,3.9850368,1.0024796,6.746962367117025e-05,0.0005419532661815746
131319,Ductal,SPATA7,3.978424,1.9523228,6.937355609720464e-05,0.0005567634009934805
131321,Ductal,FUCA2,3.9765499,0.6505558,6.992233436230703e-05,0.0005606813873670781
131322,Ductal,CHID1,3.9763098,0.67350936,6.999294948913691e-05,0.0005610045544371836
131323,Ductal,HSPA4L,3.976114,2.5082037,7.005051062237149e-05,0.0005612228571810516
131324,Ductal,TMEM254,3.9745173,1.5124682,7.052215007900153e-05,0.0005647570019524367
131325,Ductal,MEAF6,3.9727297,0.6421199,7.105365672546254e-05,0.0005682757238626341
131326,Ductal,IMMP1L,3.9721057,0.7309722,7.124005921629014e-05,0.0005693751317726155
131327,Ductal,TAPT1-AS1,3.971108,1.4216025,7.153911697472737e-05,0.0005714175389949415
131328,Ductal,SAYSD1,3.9675999,1.0334154,7.260009856774097e-05,0.0005793919897340155
131329,Ductal,MFF,3.9665203,0.53360695,7.292953728696624e-05,0.0005815195805988298
131330,Ductal,BOK,3.9661984,1.5429636,7.302803774512725e-05,0.0005820542181520542
131331,Ductal,ARID2,3.9657826,0.61222214,7.315551702929588e-05,0.0005828192654589663
131332,Ductal,ATRN,3.9644332,1.1867845,7.357051631297172e-05,0.0005856213098512549
131333,Ductal,GSE1,3.9598851,0.86630595,7.498579132855699e-05,0.0005964728200342727
131334,Ductal,TCTA,3.9597044,1.1236966,7.504256099683361e-05,0.000596569019058591
131335,Ductal,ZHX2,3.9593604,1.2471503,7.515076905894843e-05,0.0005971727277689818
131336,Ductal,CRYZL1,3.9568524,0.9763695,7.594383212822164e-05,0.0006032156657497844
131337,Ductal,NDUFB2,3.9558496,0.5442216,7.626310987210375e-05,0.0006050729931461671
131338,Ductal,TNS3,3.9558423,0.5091201,7.626547962121129e-05,0.0006050729931461671
131339,Ductal,DOCK7,3.95581,1.2144518,7.627574933862905e-05,0.0006050729931461671
131340,Ductal,NME3,3.9554782,0.59696496,7.638168265969636e-05,0.0006056537279275923
131341,Ductal,CCDC30,3.9548965,1.8049084,7.656779723558046e-05,0.0006068694747061616
131342,Ductal,CARD6,3.9518635,1.056771,7.754493263042439e-05,0.0006143510565887262
131343,Ductal,NME2,3.9513264,0.5139171,7.771924979757395e-05,0.0006154686161761665
131344,Ductal,TSTD1,3.950512,0.6371392,7.798424393459372e-05,0.0006173029950802079
131345,Ductal,MALSU1,3.9445229,0.796318,7.995902958507115e-05,0.0006321237763908209
131346,Ductal,ADCY9,3.944097,1.6184236,8.010122959370621e-05,0.0006329775645135444
131347,Ductal,ELOVL2,3.9433618,6.767191,8.034733557568071e-05,0.0006346513612885714
131348,Ductal,VDAC1,3.9427998,0.5068359,8.053591852158284e-05,0.0006358695580541525
131349,Ductal,LINC01133,3.939955,1.0177674,8.149689980045407e-05,0.0006429084077608709
131350,Ductal,C4orf48,3.9394102,0.62521803,8.168213168163623e-05,0.0006440951048283091
131351,Ductal,ST6GALNAC2,3.9390562,1.8976328,8.180274571774239e-05,0.0006445900893162337
131352,Ductal,NKX6-1,3.9390216,5.347701,8.181456312767238e-05,0.0006445900893162337
131353,Ductal,FBXL4,3.9371896,0.9589167,8.244149942025837e-05,0.0006488281635994296
131354,Ductal,CXCL1,3.9371822,1.6848893,8.244405027042024e-05,0.0006488281635994296
131355,Ductal,CEP57,3.9371424,0.8310228,8.245765606450848e-05,0.0006488281635994296
131356,Ductal,MED21,3.9366002,0.6329157,8.264409881596046e-05,0.0006500188426634
131358,Ductal,SREBF2,3.9342978,0.90309924,8.344028950044646e-05,0.0006557237527748461
131360,Ductal,FKBP3,3.9311857,0.6891687,8.452795695018485e-05,0.0006634261659359928
131361,Ductal,ITGB5,3.9297028,0.5859071,8.505096540569435e-05,0.0006672480783226727
131362,Ductal,SULT1C2,3.9236245,1.5691571,8.722663350434487e-05,0.0006840268246885215
131363,Ductal,MDH1,3.9224412,0.5784811,8.765631689279026e-05,0.0006871052336869418
131364,Ductal,TBC1D16,3.9220202,1.6668854,8.780961465476968e-05,0.000688015469270035
131365,Ductal,HERC6,3.9212081,1.7295465,8.810610522611564e-05,0.0006900464195597639
131366,Ductal,IFT172,3.9192722,0.62943166,8.881680212712583e-05,0.000695024336983813
131367,Ductal,NR3C2,3.917534,1.8302237,8.94594032865283e-05,0.0006997570484462296
131368,Ductal,MTCH2,3.913615,0.5807493,9.092461482370073e-05,0.0007109175524048286
131369,Ductal,RGL3,3.9131815,2.2891932,9.108797764079211e-05,0.0007118940887661063
131370,Ductal,ECHDC1,3.9077845,0.6896055,9.314638811879015e-05,0.0007270603985299238
131371,Ductal,GPBP1L1,3.907648,0.5522925,9.319888429892262e-05,0.0007271634703710628
131372,Ductal,NHLRC2,3.9073017,0.8875822,9.333263705135867e-05,0.0007279001744245659
131373,Ductal,NDUFB10,3.906138,0.6339152,9.378299121423256e-05,0.0007311043885433033
131374,Ductal,SIM1,3.9041722,6.0669484,9.454846748635295e-05,0.0007367614685347091
131375,Ductal,PAQR5,3.9038131,2.239968,9.46888940852581e-05,0.0007375451863787339
131376,Ductal,CCT2,3.9032066,0.6588124,9.492661424841964e-05,0.0007387749579039119
131378,Ductal,SYNCRIP,3.901674,0.5952351,9.552973465445476e-05,0.0007425320450440967
131379,Ductal,ORC4,3.9010773,0.7467762,9.576552930332852e-05,0.0007440523303176745
131380,Ductal,TEX9,3.8998592,2.325347,9.62486098373058e-05,0.0007474918263781024
131381,Ductal,SLC30A5,3.8968487,0.5605068,9.745245484210226e-05,0.0007562065332338728
131382,Ductal,GALNT7,3.8965764,0.7386816,9.756205365192352e-05,0.0007567397011467513
131383,Ductal,MGAM2,3.892204,3.5520113,9.933762304863311e-05,0.000769222338812156
131384,Ductal,BPNT1,3.890694,1.0748163,9.995798503592711e-05,0.0007737023960936441
131385,Ductal,GNG7,3.8876338,1.0865855,0.00010122621061148541,0.000782536958975255
131386,Ductal,IFI44L,3.8873441,1.7414025,0.00010134704481008734,0.0007831439491859233
131387,Ductal,WDR61,3.8867745,0.5877614,0.00010158497912560519,0.0007846549284964839
131388,Ductal,ZNF326,3.8862324,0.7993376,0.00010181202393569317,0.0007860805702869727
131390,Ductal,SERPINB6,3.8847618,0.52274096,0.00010243025793029165,0.0007901945742042133
131391,Ductal,MTAP,3.8769953,1.0025876,0.00010575444003375534,0.0008151592760119575
131392,Ductal,SRSF1,3.8745096,0.51231337,0.00010683967647579035,0.0008231814706650509
131394,Ductal,GSTZ1,3.8707685,1.1469653,0.00010849276229789364,0.0008345284920395334
131395,Ductal,CES2,3.8703897,0.51090145,0.00010866148843562472,0.0008354790886905303
131396,Ductal,FKBP4,3.8668692,0.75931054,0.00011024153609897103,0.0008472757926011865
131397,Ductal,NHP2,3.8640318,0.5777436,0.000111530654839463,0.000856827658411765
