,group,names,scores,logfoldchanges,pvals,pvals_adj
204195,Malignant_high_cnv,CAMTA1,44.925156,1.4439679,0.0,0.0
204196,Malignant_high_cnv,CXCL17,44.900986,4.177588,0.0,0.0
204197,Malignant_high_cnv,FDFT1,44.860306,1.671941,0.0,0.0
204198,Malignant_high_cnv,RALA,44.85295,1.4312179,0.0,0.0
204199,Malignant_high_cnv,GAN,44.84542,2.5993145,0.0,0.0
204200,Malignant_high_cnv,FNBP1L,44.81582,2.4741254,0.0,0.0
204201,Malignant_high_cnv,UQCC3,44.786427,1.7824235,0.0,0.0
204202,Malignant_high_cnv,FEM1C,44.720634,2.4060488,0.0,0.0
204203,Malignant_high_cnv,DHRS3,44.70999,1.6202651,0.0,0.0
204204,Malignant_high_cnv,ROMO1,44.705315,1.2394183,0.0,0.0
204205,Malignant_high_cnv,MUC17,44.696083,5.1094284,0.0,0.0
204206,Malignant_high_cnv,GTPBP2,44.676365,2.5820906,0.0,0.0
204207,Malignant_high_cnv,PGM2L1,44.673805,2.2590206,0.0,0.0
204208,Malignant_high_cnv,GOLGB1,44.673378,1.3277096,0.0,0.0
204209,Malignant_high_cnv,MANBAL,44.652225,2.1294656,0.0,0.0
204210,Malignant_high_cnv,PLEC,44.60008,1.4667487,0.0,0.0
204211,Malignant_high_cnv,CYCS,44.553898,1.3460882,0.0,0.0
204212,Malignant_high_cnv,NAPG,44.54607,1.8182949,0.0,0.0
204213,Malignant_high_cnv,HSD17B2,44.4291,3.970119,0.0,0.0
204214,Malignant_high_cnv,MMADHC,44.41968,1.4011371,0.0,0.0
204215,Malignant_high_cnv,SNRPE,44.40502,1.2868751,0.0,0.0
204216,Malignant_high_cnv,PRRG4,44.403336,2.3325024,0.0,0.0
204217,Malignant_high_cnv,TMCO3,44.396427,1.7561325,0.0,0.0
204218,Malignant_high_cnv,ABCC3,44.381,1.972441,0.0,0.0
204219,Malignant_high_cnv,ANXA11,44.367977,1.2003675,0.0,0.0
204220,Malignant_high_cnv,MFSD10,44.310192,1.3963275,0.0,0.0
204221,Malignant_high_cnv,ABHD3,44.28813,1.6963874,0.0,0.0
204222,Malignant_high_cnv,SUCO,44.275467,1.7886921,0.0,0.0
204223,Malignant_high_cnv,TAX1BP3,44.272957,1.6641483,0.0,0.0
204224,Malignant_high_cnv,COMTD1,44.268642,1.8617389,0.0,0.0
204225,Malignant_high_cnv,PRELID1,44.26626,1.2644025,0.0,0.0
204226,Malignant_high_cnv,NUDT4,44.260826,1.5434806,0.0,0.0
204227,Malignant_high_cnv,PLSCR1,44.24199,1.3321902,0.0,0.0
204228,Malignant_high_cnv,ACP1,44.198948,1.2816875,0.0,0.0
204229,Malignant_high_cnv,APH1A,44.180523,1.2698647,0.0,0.0
204230,Malignant_high_cnv,SPTAN1,44.174305,1.3567199,0.0,0.0
204231,Malignant_high_cnv,GOLT1B,44.173985,1.8879478,0.0,0.0
204232,Malignant_high_cnv,ARPC5L,44.149433,1.3873166,0.0,0.0
204233,Malignant_high_cnv,MARVELD2,44.137833,3.4353688,0.0,0.0
204234,Malignant_high_cnv,SMS,44.065235,1.3443897,0.0,0.0
204235,Malignant_high_cnv,HS3ST1,43.988026,2.4716249,0.0,0.0
204236,Malignant_high_cnv,LAMTOR5,43.97785,1.1753608,0.0,0.0
204237,Malignant_high_cnv,ANG,43.954414,2.3011699,0.0,0.0
204238,Malignant_high_cnv,YBX3,43.867832,1.3836176,0.0,0.0
204239,Malignant_high_cnv,YES1,43.862797,2.3260324,0.0,0.0
204240,Malignant_high_cnv,PLOD3,43.771954,1.8702126,0.0,0.0
204241,Malignant_high_cnv,TSTD1,43.739185,1.2884847,0.0,0.0
204242,Malignant_high_cnv,KIAA1217,43.7284,2.4275,0.0,0.0
204243,Malignant_high_cnv,PSMB2,43.716843,1.3398296,0.0,0.0
204244,Malignant_high_cnv,GATA6,43.71606,3.0444694,0.0,0.0
204245,Malignant_high_cnv,SH3BGRL2,43.711,3.132792,0.0,0.0
204246,Malignant_high_cnv,MRPL52,43.679874,1.2535021,0.0,0.0
204247,Malignant_high_cnv,THAP9-AS1,43.57162,1.9191378,0.0,0.0
204248,Malignant_high_cnv,PHF5A,43.559986,1.7213446,0.0,0.0
204249,Malignant_high_cnv,GID8,43.55456,1.5542389,0.0,0.0
204250,Malignant_high_cnv,DEFB1,43.551826,1.8131834,0.0,0.0
204251,Malignant_high_cnv,PSMC6,43.51914,1.2712245,0.0,0.0
204252,Malignant_high_cnv,ARHGAP29,43.51097,2.8118842,0.0,0.0
204253,Malignant_high_cnv,EIF1AX,43.499115,1.2253298,0.0,0.0
204254,Malignant_high_cnv,NT5C3A,43.487,1.5030208,0.0,0.0
204255,Malignant_high_cnv,B3GALT5,43.47635,4.299151,0.0,0.0
204256,Malignant_high_cnv,LRRC59,43.47433,1.5803211,0.0,0.0
204257,Malignant_high_cnv,SGPP2,43.461727,3.5354733,0.0,0.0
204258,Malignant_high_cnv,SAMD12,43.421143,3.0830357,0.0,0.0
204259,Malignant_high_cnv,FGD6,43.3974,2.7534046,0.0,0.0
204260,Malignant_high_cnv,CSNK1A1,43.37731,1.1441703,0.0,0.0
204261,Malignant_high_cnv,STK24,43.373055,1.36405,0.0,0.0
204262,Malignant_high_cnv,PRSS23,43.35127,2.0963519,0.0,0.0
204263,Malignant_high_cnv,RELA,43.32357,1.495496,0.0,0.0
204264,Malignant_high_cnv,NPTN,43.317875,1.3368211,0.0,0.0
204265,Malignant_high_cnv,POLR2H,43.31017,1.4503225,0.0,0.0
204266,Malignant_high_cnv,CLINT1,43.30183,1.3258917,0.0,0.0
204267,Malignant_high_cnv,GORASP2,43.285465,1.6220354,0.0,0.0
204268,Malignant_high_cnv,CSNK2A1,43.266994,1.3694708,0.0,0.0
204269,Malignant_high_cnv,KRAS,43.23019,1.3101484,0.0,0.0
204270,Malignant_high_cnv,NAA20,43.221195,1.4074712,0.0,0.0
204271,Malignant_high_cnv,CRACR2B,43.197155,2.3841238,0.0,0.0
204272,Malignant_high_cnv,TSN,43.187325,1.5585506,0.0,0.0
204273,Malignant_high_cnv,MGST2,43.12072,1.6008954,0.0,0.0
204274,Malignant_high_cnv,RDH13,43.11606,2.6039748,0.0,0.0
204275,Malignant_high_cnv,CDA,43.105267,2.1537793,0.0,0.0
204276,Malignant_high_cnv,PINK1,43.0613,1.7280092,0.0,0.0
204277,Malignant_high_cnv,MTUS1,43.050014,2.112274,0.0,0.0
204278,Malignant_high_cnv,STAP2,43.044975,3.337206,0.0,0.0
204279,Malignant_high_cnv,MARVELD3,43.040573,3.6084373,0.0,0.0
204280,Malignant_high_cnv,INSIG2,43.037155,1.5850166,0.0,0.0
204281,Malignant_high_cnv,FIS1,43.032932,1.2220635,0.0,0.0
204282,Malignant_high_cnv,SLC3A2,43.001534,1.4441292,0.0,0.0
204283,Malignant_high_cnv,RHBDD2,42.9896,1.5493878,0.0,0.0
204284,Malignant_high_cnv,PYGB,42.9729,1.8428123,0.0,0.0
204285,Malignant_high_cnv,TUBB4B,42.95237,1.272353,0.0,0.0
204286,Malignant_high_cnv,HSF1,42.912212,1.6285045,0.0,0.0
204287,Malignant_high_cnv,AFF4,42.901596,1.2252307,0.0,0.0
204288,Malignant_high_cnv,EHF,42.83439,3.12155,0.0,0.0
204289,Malignant_high_cnv,COPB2,42.800335,1.300729,0.0,0.0
204290,Malignant_high_cnv,B3GNT3,42.77998,3.4841466,0.0,0.0
204291,Malignant_high_cnv,MBNL2,42.75407,1.5244642,0.0,0.0
204292,Malignant_high_cnv,SH2D3A,42.74722,2.6899471,0.0,0.0
204293,Malignant_high_cnv,AAMP,42.700382,1.4664462,0.0,0.0
204294,Malignant_high_cnv,RPL7L1,42.677982,1.6275291,0.0,0.0
204295,Malignant_high_cnv,LRP10,42.67009,1.1477207,0.0,0.0
204296,Malignant_high_cnv,PLLP,42.632103,3.0233762,0.0,0.0
204297,Malignant_high_cnv,RNF181,42.62697,1.1901916,0.0,0.0
204298,Malignant_high_cnv,TRIM2,42.599342,2.7839093,0.0,0.0
204299,Malignant_high_cnv,AIMP1,42.569866,1.3023748,0.0,0.0
204300,Malignant_high_cnv,FAM102A,42.55823,1.7510624,0.0,0.0
204301,Malignant_high_cnv,SH3BP4,42.554516,2.6594193,0.0,0.0
204302,Malignant_high_cnv,MRPL13,42.548172,1.5284649,0.0,0.0
204303,Malignant_high_cnv,CCDC50,42.54124,1.4810425,0.0,0.0
204304,Malignant_high_cnv,LPP,42.52111,1.2401768,0.0,0.0
204305,Malignant_high_cnv,CRIP1,42.50043,1.4091223,0.0,0.0
204306,Malignant_high_cnv,NTHL1,42.482063,2.323155,0.0,0.0
204307,Malignant_high_cnv,TM4SF5,42.434338,3.4706123,0.0,0.0
204308,Malignant_high_cnv,HDHD3,42.431587,2.132226,0.0,0.0
204309,Malignant_high_cnv,TMEM125,42.43135,3.5065007,0.0,0.0
204310,Malignant_high_cnv,CALU,42.39803,1.2818962,0.0,0.0
204311,Malignant_high_cnv,DDR1,42.38809,2.2565863,0.0,0.0
204312,Malignant_high_cnv,KIF13B,42.352467,1.7109885,0.0,0.0
204313,Malignant_high_cnv,ZDHHC3,42.29973,1.527194,0.0,0.0
204314,Malignant_high_cnv,HECTD1,42.271473,1.3246008,0.0,0.0
204315,Malignant_high_cnv,WWTR1,42.257416,2.2330728,0.0,0.0
204316,Malignant_high_cnv,C1GALT1,42.254738,1.5010964,0.0,0.0
204317,Malignant_high_cnv,RAB9A,42.215023,1.5288439,0.0,0.0
204318,Malignant_high_cnv,EMC2,42.21114,1.6035696,0.0,0.0
204319,Malignant_high_cnv,NAPA,42.20642,1.2801505,0.0,0.0
204320,Malignant_high_cnv,C1orf35,42.201736,1.7218747,0.0,0.0
204321,Malignant_high_cnv,ITGAV,42.188255,1.6232592,0.0,0.0
204322,Malignant_high_cnv,SMAD3,42.15084,2.0468879,0.0,0.0
204323,Malignant_high_cnv,GGPS1,42.108013,1.4774446,0.0,0.0
204324,Malignant_high_cnv,SAR1A,42.10171,1.2649964,0.0,0.0
204325,Malignant_high_cnv,METRN,42.096603,1.7885685,0.0,0.0
204326,Malignant_high_cnv,CLSTN1,42.09498,1.4625504,0.0,0.0
204327,Malignant_high_cnv,TSPAN31,42.03883,1.7130119,0.0,0.0
204328,Malignant_high_cnv,MARCH3,42.02137,2.9721663,0.0,0.0
204329,Malignant_high_cnv,ITGB6,42.01843,2.3125055,0.0,0.0
204330,Malignant_high_cnv,MRPL33,42.01013,1.1543292,0.0,0.0
204331,Malignant_high_cnv,DGUOK,42.00449,1.2141719,0.0,0.0
204332,Malignant_high_cnv,PPP1R16A,41.99823,2.0964892,0.0,0.0
204333,Malignant_high_cnv,DIAPH1,41.983944,1.2080731,0.0,0.0
204334,Malignant_high_cnv,TAF10,41.97713,1.1536041,0.0,0.0
204335,Malignant_high_cnv,CXCL16,41.974957,1.1750838,0.0,0.0
204336,Malignant_high_cnv,ACSL5,41.973248,1.9829048,0.0,0.0
204337,Malignant_high_cnv,SOD1,41.964634,1.1984897,0.0,0.0
204338,Malignant_high_cnv,COBL,41.958336,3.878563,0.0,0.0
204339,Malignant_high_cnv,AURKAIP1,41.94929,1.2301204,0.0,0.0
204340,Malignant_high_cnv,CYB5A,41.92658,1.5057558,0.0,0.0
204341,Malignant_high_cnv,CDC5L,41.926144,1.5561738,0.0,0.0
204342,Malignant_high_cnv,MKRN1,41.92248,1.1454622,0.0,0.0
204343,Malignant_high_cnv,FNDC3B,41.919483,1.206169,0.0,0.0
204344,Malignant_high_cnv,NEK7,41.910683,1.3532217,0.0,0.0
204345,Malignant_high_cnv,COQ10B,41.887947,1.4065889,0.0,0.0
204346,Malignant_high_cnv,TMEM248,41.87369,1.2014946,0.0,0.0
204347,Malignant_high_cnv,CHMP1A,41.863014,1.3376245,0.0,0.0
204348,Malignant_high_cnv,TRAF4,41.85431,2.2130263,0.0,0.0
204349,Malignant_high_cnv,HBP1,41.84145,1.2898283,0.0,0.0
204350,Malignant_high_cnv,KRT23,41.827583,3.087236,0.0,0.0
204351,Malignant_high_cnv,SYNGR2,41.814167,1.3493406,0.0,0.0
204352,Malignant_high_cnv,YIPF5,41.78408,1.4375886,0.0,0.0
204353,Malignant_high_cnv,SMURF1,41.76535,2.2323582,0.0,0.0
204354,Malignant_high_cnv,RNF141,41.764133,1.5694352,0.0,0.0
204355,Malignant_high_cnv,MYO1C,41.693336,1.728861,0.0,0.0
204356,Malignant_high_cnv,RNF39,41.683617,5.0023456,0.0,0.0
204357,Malignant_high_cnv,UHMK1,41.668926,1.2361137,0.0,0.0
204358,Malignant_high_cnv,SORBS2,41.637707,2.6023397,0.0,0.0
204359,Malignant_high_cnv,VPS25,41.58086,1.5941644,0.0,0.0
204360,Malignant_high_cnv,USH1C,41.553074,2.9215903,0.0,0.0
204361,Malignant_high_cnv,COPZ1,41.547943,1.2190073,0.0,0.0
204362,Malignant_high_cnv,PDCD6IP,41.546257,1.1790632,0.0,0.0
204363,Malignant_high_cnv,SLC52A2,41.532124,1.6572422,0.0,0.0
204364,Malignant_high_cnv,RAB4A,41.512062,1.3434501,0.0,0.0
204365,Malignant_high_cnv,FUT2,41.49884,3.121367,0.0,0.0
204366,Malignant_high_cnv,MDFI,41.498478,3.7194326,0.0,0.0
204367,Malignant_high_cnv,AUP1,41.46244,1.2303342,0.0,0.0
204368,Malignant_high_cnv,DAP,41.440674,1.3271863,0.0,0.0
204369,Malignant_high_cnv,MCU,41.41842,2.4675274,0.0,0.0
204370,Malignant_high_cnv,GLRX3,41.32258,1.4565353,0.0,0.0
204371,Malignant_high_cnv,NT5C2,41.32073,1.2958388,0.0,0.0
204372,Malignant_high_cnv,STK39,41.31447,1.8666347,0.0,0.0
204373,Malignant_high_cnv,FAM83H,41.305252,2.8294976,0.0,0.0
204374,Malignant_high_cnv,GHITM,41.30218,1.147045,0.0,0.0
204375,Malignant_high_cnv,SNRPB,41.297527,1.11658,0.0,0.0
204376,Malignant_high_cnv,C3orf52,41.249653,4.1600227,0.0,0.0
204377,Malignant_high_cnv,PSENEN,41.23625,1.3697386,0.0,0.0
204378,Malignant_high_cnv,IL32,41.22948,1.3324034,0.0,0.0
204379,Malignant_high_cnv,ATP6V0E1,41.21298,1.043801,0.0,0.0
204380,Malignant_high_cnv,EMP1,41.20873,1.8974358,0.0,0.0
204381,Malignant_high_cnv,LEMD1,41.206547,3.4186056,0.0,0.0
204382,Malignant_high_cnv,DNAJB11,41.202415,1.3391526,0.0,0.0
204383,Malignant_high_cnv,SQLE,41.200863,2.456417,0.0,0.0
204384,Malignant_high_cnv,CDK2AP2,41.18932,1.2673627,0.0,0.0
204385,Malignant_high_cnv,VAMP3,41.168495,1.2789894,0.0,0.0
204386,Malignant_high_cnv,TIMM17A,41.14417,1.5010973,0.0,0.0
204387,Malignant_high_cnv,SLIRP,41.13203,1.1778387,0.0,0.0
204388,Malignant_high_cnv,POMP,41.115517,1.104445,0.0,0.0
204389,Malignant_high_cnv,TAF1D,41.09876,1.1350664,0.0,0.0
204390,Malignant_high_cnv,SLC35B2,41.079918,2.508325,0.0,0.0
204391,Malignant_high_cnv,LAMTOR2,41.07379,1.1703792,0.0,0.0
204392,Malignant_high_cnv,SLC35E1,41.072865,1.5445461,0.0,0.0
204393,Malignant_high_cnv,PRRC1,41.06209,1.7389761,0.0,0.0
204394,Malignant_high_cnv,LMTK2,41.054478,2.2355914,0.0,0.0
204395,Malignant_high_cnv,SRA1,41.02157,1.4204265,0.0,0.0
204396,Malignant_high_cnv,PDZD8,41.011265,1.5754583,0.0,0.0
204397,Malignant_high_cnv,GABARAPL2,40.998478,1.0640763,0.0,0.0
204398,Malignant_high_cnv,POR,40.968502,1.3719877,0.0,0.0
204399,Malignant_high_cnv,CTTNBP2NL,40.967133,2.074913,0.0,0.0
204400,Malignant_high_cnv,AP1AR,40.92062,1.7922664,0.0,0.0
204401,Malignant_high_cnv,CLIC3,40.893066,2.0066335,0.0,0.0
204402,Malignant_high_cnv,CFDP1,40.884296,1.2060363,0.0,0.0
204403,Malignant_high_cnv,CDS1,40.86137,3.2314584,0.0,0.0
204404,Malignant_high_cnv,NDUFB9,40.857452,1.162184,0.0,0.0
204405,Malignant_high_cnv,COX20,40.81989,1.2253976,0.0,0.0
204406,Malignant_high_cnv,EPB41L4A-AS1,40.801067,1.4796374,0.0,0.0
204407,Malignant_high_cnv,BLCAP,40.787052,1.6742212,0.0,0.0
204408,Malignant_high_cnv,SLC39A1,40.731773,1.3690653,0.0,0.0
204409,Malignant_high_cnv,SURF4,40.708187,1.2286216,0.0,0.0
204410,Malignant_high_cnv,PLPP5,40.655388,1.3884407,0.0,0.0
204411,Malignant_high_cnv,GSKIP,40.636196,1.9165716,0.0,0.0
204412,Malignant_high_cnv,CLU,40.622936,1.485797,0.0,0.0
204413,Malignant_high_cnv,EDF1,40.6139,1.0480446,0.0,0.0
204414,Malignant_high_cnv,RALGPS2,40.613396,1.6259611,0.0,0.0
204415,Malignant_high_cnv,RETSAT,40.613247,2.393793,0.0,0.0
204416,Malignant_high_cnv,PPP2R5A,40.5906,1.2480339,0.0,0.0
204417,Malignant_high_cnv,PLAUR,40.56237,1.1598423,0.0,0.0
204418,Malignant_high_cnv,PLEKHB2,40.550907,1.1030943,0.0,0.0
204419,Malignant_high_cnv,TLE1,40.543667,2.192281,0.0,0.0
204420,Malignant_high_cnv,CAPN5,40.517727,2.5897584,0.0,0.0
204421,Malignant_high_cnv,C1D,40.49455,1.1836319,0.0,0.0
204422,Malignant_high_cnv,TTC9,40.474815,2.6100912,0.0,0.0
204423,Malignant_high_cnv,SRP54,40.44837,1.2517459,0.0,0.0
204424,Malignant_high_cnv,CCT3,40.436428,1.1764332,0.0,0.0
204425,Malignant_high_cnv,ATP10B,40.381584,4.0686464,0.0,0.0
204426,Malignant_high_cnv,STIP1,40.37969,1.3844336,0.0,0.0
204427,Malignant_high_cnv,FBLIM1,40.36837,2.13326,0.0,0.0
204428,Malignant_high_cnv,RHBDF1,40.35858,3.0319295,0.0,0.0
204429,Malignant_high_cnv,GNA11,40.345337,2.3933442,0.0,0.0
204430,Malignant_high_cnv,MPST,40.309284,1.4688848,0.0,0.0
204431,Malignant_high_cnv,FDPS,40.303062,1.3552696,0.0,0.0
204432,Malignant_high_cnv,TACC2,40.295452,3.091432,0.0,0.0
204433,Malignant_high_cnv,ZFPL1,40.271687,1.9039733,0.0,0.0
204434,Malignant_high_cnv,TICAM1,40.271015,2.4796867,0.0,0.0
204435,Malignant_high_cnv,CLPTM1,40.24926,1.4259694,0.0,0.0
204436,Malignant_high_cnv,TNIP1,40.249084,1.23764,0.0,0.0
204437,Malignant_high_cnv,C1orf198,40.248344,2.617621,0.0,0.0
204438,Malignant_high_cnv,TMSB10,40.217175,1.0283141,0.0,0.0
204439,Malignant_high_cnv,PHB,40.215546,1.2438724,0.0,0.0
204440,Malignant_high_cnv,RNF187,40.186256,1.2832385,0.0,0.0
204441,Malignant_high_cnv,COX16,40.17994,1.1241914,0.0,0.0
204442,Malignant_high_cnv,LINC01559,40.14225,5.641232,0.0,0.0
204443,Malignant_high_cnv,MOB4,40.129826,1.2991158,0.0,0.0
204444,Malignant_high_cnv,HYOU1,40.124226,1.8420978,0.0,0.0
204445,Malignant_high_cnv,VAMP8,40.079533,1.1465299,0.0,0.0
204446,Malignant_high_cnv,KIAA1191,40.047024,1.7622862,0.0,0.0
204447,Malignant_high_cnv,KDM5B,40.045082,1.5879631,0.0,0.0
204448,Malignant_high_cnv,COPG1,40.043137,1.5014095,0.0,0.0
204449,Malignant_high_cnv,BZW1,40.026073,1.1347587,0.0,0.0
204450,Malignant_high_cnv,OSBP,40.009438,1.5601691,0.0,0.0
204451,Malignant_high_cnv,RARS,39.9969,1.5345901,0.0,0.0
204452,Malignant_high_cnv,SLC25A39,39.995182,1.3309255,0.0,0.0
204453,Malignant_high_cnv,DHX32,39.971237,2.2978356,0.0,0.0
204454,Malignant_high_cnv,KLHDC3,39.966393,1.7400087,0.0,0.0
204455,Malignant_high_cnv,TNFRSF10B,39.934246,1.7518226,0.0,0.0
204456,Malignant_high_cnv,RPN1,39.929108,1.1580018,0.0,0.0
204457,Malignant_high_cnv,AKR7A3,39.924343,2.940969,0.0,0.0
204458,Malignant_high_cnv,PPP1R13L,39.903755,2.768517,0.0,0.0
204459,Malignant_high_cnv,CD164,39.900406,1.219218,0.0,0.0
204460,Malignant_high_cnv,SMIM15,39.8953,1.3018681,0.0,0.0
204461,Malignant_high_cnv,DEDD2,39.872173,1.3729695,0.0,0.0
204462,Malignant_high_cnv,CASP7,39.86165,1.8550516,0.0,0.0
204463,Malignant_high_cnv,GOLGA2,39.853043,1.3369808,0.0,0.0
204464,Malignant_high_cnv,ST13,39.847706,1.1052573,0.0,0.0
204465,Malignant_high_cnv,PPFIBP1,39.83176,1.9668088,0.0,0.0
204466,Malignant_high_cnv,IST1,39.81739,1.1165466,0.0,0.0
204467,Malignant_high_cnv,FAM3D,39.81464,3.5479507,0.0,0.0
204468,Malignant_high_cnv,IMPA2,39.805424,1.8608475,0.0,0.0
204469,Malignant_high_cnv,SAA1,39.799976,5.007826,0.0,0.0
204470,Malignant_high_cnv,SNRPG,39.789623,1.0630226,0.0,0.0
204471,Malignant_high_cnv,WDR45B,39.743446,1.410562,0.0,0.0
204472,Malignant_high_cnv,AK1,39.717014,1.9077154,0.0,0.0
204473,Malignant_high_cnv,PDLIM4,39.713158,3.1082072,0.0,0.0
204474,Malignant_high_cnv,SYAP1,39.68759,1.1113398,0.0,0.0
204475,Malignant_high_cnv,EIF2AK1,39.66575,1.3358196,0.0,0.0
204476,Malignant_high_cnv,CD82,39.664524,1.2499745,0.0,0.0
204477,Malignant_high_cnv,ANKRD9,39.641373,2.0735176,0.0,0.0
204478,Malignant_high_cnv,DUOXA2,39.624336,4.691084,0.0,0.0
204479,Malignant_high_cnv,AP3S1,39.620758,1.2208824,0.0,0.0
204480,Malignant_high_cnv,GLRX2,39.574703,1.7356452,0.0,0.0
204481,Malignant_high_cnv,RBPMS,39.53317,1.9370128,0.0,0.0
204482,Malignant_high_cnv,BAG3,39.53041,2.3793888,0.0,0.0
204483,Malignant_high_cnv,NBR1,39.52188,1.1814848,0.0,0.0
204484,Malignant_high_cnv,SHARPIN,39.503773,1.3137294,0.0,0.0
204485,Malignant_high_cnv,MRPL32,39.497944,1.3197274,0.0,0.0
204486,Malignant_high_cnv,NDUFC1,39.481705,1.0851383,0.0,0.0
204487,Malignant_high_cnv,TPRG1L,39.474625,1.5449231,0.0,0.0
204488,Malignant_high_cnv,PSMC3,39.474056,1.232538,0.0,0.0
204489,Malignant_high_cnv,KLK8,39.461624,4.2053165,0.0,0.0
204490,Malignant_high_cnv,ISG15,39.453663,1.2790518,0.0,0.0
204491,Malignant_high_cnv,GCC2,39.433167,1.100317,0.0,0.0
204492,Malignant_high_cnv,DNTTIP1,39.42314,1.5980546,0.0,0.0
204493,Malignant_high_cnv,OSBPL2,39.41857,1.4906956,0.0,0.0
204494,Malignant_high_cnv,PDCD10,39.399105,1.1335416,0.0,0.0
204495,Malignant_high_cnv,ITPKC,39.393562,2.7746532,0.0,0.0
204496,Malignant_high_cnv,SORD,39.390106,2.4087942,0.0,0.0
204497,Malignant_high_cnv,ATG12,39.389988,1.1747577,0.0,0.0
204498,Malignant_high_cnv,PGRMC2,39.387905,1.3673068,0.0,0.0
204499,Malignant_high_cnv,MRPS35,39.351715,1.5226548,0.0,0.0
204500,Malignant_high_cnv,ETF1,39.32825,1.2729155,0.0,0.0
204501,Malignant_high_cnv,AHSA1,39.303368,1.249368,0.0,0.0
204502,Malignant_high_cnv,FTH1,39.278427,1.0578051,0.0,0.0
204503,Malignant_high_cnv,CST3,39.272392,1.5191662,0.0,0.0
204504,Malignant_high_cnv,ZKSCAN1,39.272316,1.1837176,0.0,0.0
204505,Malignant_high_cnv,TGFA,39.247307,2.5818985,0.0,0.0
204506,Malignant_high_cnv,NDUFB4,39.233154,1.0402882,0.0,0.0
204507,Malignant_high_cnv,TRNP1,39.19656,2.812215,0.0,0.0
204508,Malignant_high_cnv,NDUFA2,39.187813,1.1216931,0.0,0.0
204509,Malignant_high_cnv,EGFR,39.179413,2.6795056,0.0,0.0
204510,Malignant_high_cnv,BMP4,39.168556,2.4258194,0.0,0.0
204511,Malignant_high_cnv,TMEM87B,39.14487,1.4529693,0.0,0.0
204512,Malignant_high_cnv,SPAG16,39.12138,1.8995187,0.0,0.0
204513,Malignant_high_cnv,CYTH2,39.106274,1.6132292,0.0,0.0
204514,Malignant_high_cnv,SLC40A1,39.098255,1.3637824,0.0,0.0
204515,Malignant_high_cnv,PIGR,39.09653,2.1172137,0.0,0.0
204516,Malignant_high_cnv,MVP,39.06147,1.1329218,0.0,0.0
204517,Malignant_high_cnv,SLC39A14,39.022083,2.2058597,0.0,0.0
204518,Malignant_high_cnv,MYO1E,38.983864,1.9626516,0.0,0.0
204519,Malignant_high_cnv,TRAK1,38.97824,1.7222772,0.0,0.0
204520,Malignant_high_cnv,PPP1R14B,38.96929,1.1283154,0.0,0.0
204521,Malignant_high_cnv,KLF3,38.96596,1.1416532,0.0,0.0
204522,Malignant_high_cnv,NNMT,38.951992,1.9753207,0.0,0.0
204523,Malignant_high_cnv,ETNK1,38.938637,1.2153438,0.0,0.0
204524,Malignant_high_cnv,SLMAP,38.923683,1.3615955,0.0,0.0
204525,Malignant_high_cnv,TATDN1,38.912395,1.4386498,0.0,0.0
204526,Malignant_high_cnv,TRAPPC2L,38.903847,1.1744765,0.0,0.0
204527,Malignant_high_cnv,SUPT5H,38.898056,1.2176496,0.0,0.0
204528,Malignant_high_cnv,SPNS2,38.88982,4.1948333,0.0,0.0
204529,Malignant_high_cnv,PSMD4,38.867573,1.0939375,0.0,0.0
204530,Malignant_high_cnv,B4GALT5,38.847355,1.2714509,0.0,0.0
204531,Malignant_high_cnv,TM4SF4,38.846504,1.9173896,0.0,0.0
204532,Malignant_high_cnv,SHB,38.80481,2.7047696,0.0,0.0
204533,Malignant_high_cnv,CRABP2,38.802155,3.083458,0.0,0.0
204534,Malignant_high_cnv,RTN4,38.79896,1.0810457,0.0,0.0
204535,Malignant_high_cnv,DESI2,38.769646,1.4554292,0.0,0.0
204536,Malignant_high_cnv,NR1D2,38.759937,1.6333015,0.0,0.0
204537,Malignant_high_cnv,NENF,38.75095,1.1584255,0.0,0.0
204538,Malignant_high_cnv,ATP6V1G1,38.750935,1.0009953,0.0,0.0
204539,Malignant_high_cnv,CCDC68,38.738373,3.2706726,0.0,0.0
204540,Malignant_high_cnv,ZFYVE21,38.737434,1.5717679,0.0,0.0
204541,Malignant_high_cnv,VKORC1L1,38.69451,1.8109977,0.0,0.0
204542,Malignant_high_cnv,ATOX1,38.674957,1.1176462,0.0,0.0
204543,Malignant_high_cnv,SAP18,38.652924,0.99707437,0.0,0.0
204544,Malignant_high_cnv,MPZL2,38.60827,2.4156518,0.0,0.0
204545,Malignant_high_cnv,ACSL3,38.589104,1.2585244,0.0,0.0
204546,Malignant_high_cnv,C1orf122,38.563374,1.3314887,0.0,0.0
204547,Malignant_high_cnv,NFE2L1,38.53378,1.5015371,0.0,0.0
204548,Malignant_high_cnv,GSDMB,38.520073,2.7413247,0.0,0.0
204549,Malignant_high_cnv,MED10,38.5192,1.1510643,0.0,0.0
204550,Malignant_high_cnv,EFNB2,38.51368,2.2345726,0.0,0.0
204551,Malignant_high_cnv,CES2,38.493202,2.068747,0.0,0.0
204552,Malignant_high_cnv,MAD2L1BP,38.483368,2.4314866,0.0,0.0
204553,Malignant_high_cnv,MST1R,38.478703,3.0338025,0.0,0.0
204554,Malignant_high_cnv,GCLC,38.46621,2.4263272,0.0,0.0
