"GeneSymbol"	"Steele_PDAC1"	"Steele_PDAC2"	"Steele_PDAC3"	"Steele_PDAC4"	"Steele_PDAC5"	"Steele_PDAC6"	"Steele_PDAC7"	"Steele_PDAC8"	"Steele_PDAC9"	"Steele_PDAC10"	"Steele_PDAC11A"	"Steele_PDAC11B"	"Steele_PDAC12"	"Steele_PDAC13"	"Steele_PDAC15"	"Steele_PDAC16"
"RNF40"	"4.504581e+01"	"2.677761e+01"	"3.655381e+01"	"3.206633e+01"	"2.377083e+01"	"3.495995e+01"	"2.645934e+01"	"2.578181e+01"	"3.231794e+01"	"3.124201e+01"	"4.317653e+01"	"4.024864e+01"	"2.761419e+01"	"2.857169e+01"	"2.999829e+01"	"4.535257e+01"
"ZNF629"	"1.122501e+01"	"4.970086e+00"	"1.248922e+01"	"1.041645e+01"	"1.038635e+01"	"1.346121e+01"	"9.491335e+00"	"7.843479e+00"	"3.580935e+00"	"5.138488e+00"	"1.799022e+01"	"1.310421e+01"	"8.981778e+00"	"5.953518e+00"	"1.101001e+01"	"1.566230e+01"
"BCL7C"	"9.985883e+01"	"8.641864e+01"	"1.385237e+02"	"1.034497e+02"	"1.091102e+02"	"2.001539e+02"	"1.037779e+02"	"1.180879e+02"	"6.973871e+01"	"7.173330e+01"	"1.483194e+02"	"1.104497e+02"	"7.462520e+01"	"7.775970e+01"	"1.145680e+02"	"1.760987e+02"
"CTF1"	"7.143186e+00"	"9.940172e+00"	"6.320763e+00"	"7.659156e+00"	"6.745775e+00"	"6.534570e-01"	"5.484380e+00"	"4.865862e+00"	"2.685701e+00"	"2.055395e+00"	"1.039435e+01"	"4.492871e+00"	"1.624364e+00"	"4.835608e+00"	"7.379900e+00"	"1.103171e+01"
"FBXL19"	"1.749352e+01"	"7.810135e+00"	"1.591614e+01"	"9.803719e+00"	"6.317472e+00"	"1.960371e+01"	"7.722902e+00"	"6.027859e+00"	"6.893300e+00"	"5.344028e+00"	"9.994567e+00"	"1.029616e+01"	"1.098835e+01"	"9.749211e+00"	"1.515871e+01"	"2.969027e+01"
"ORAI3"	"4.227600e+01"	"2.403899e+01"	"2.246536e+01"	"3.155572e+01"	"4.593552e+01"	"3.554806e+01"	"3.919653e+01"	"3.609453e+01"	"3.921124e+01"	"3.124201e+01"	"2.638566e+01"	"3.313492e+01"	"7.558071e+01"	"2.186423e+01"	"4.826853e+01"	"4.317347e+01"
"SETD1A"	"1.909709e+01"	"1.267879e+01"	"1.332691e+01"	"1.378648e+01"	"9.743897e+00"	"1.463744e+01"	"9.357024e+00"	"1.198309e+01"	"1.029519e+01"	"1.253791e+01"	"1.279305e+01"	"1.684827e+01"	"1.519258e+01"	"1.141308e+01"	"1.408165e+01"	"2.342535e+01"
"HSD3B7"	"3.032210e+01"	"2.637189e+01"	"2.703459e+01"	"2.859418e+01"	"2.591234e+01"	"4.384697e+01"	"2.041532e+01"	"2.436562e+01"	"1.110090e+01"	"9.249279e+00"	"5.397066e+01"	"2.246435e+01"	"4.777541e+01"	"2.358009e+01"	"4.946527e+01"	"3.295893e+01"
"STX1B"	"8.746759e-01"	"3.042910e-01"	"2.284613e-01"	"2.246686e+00"	"1.177834e+00"	"1.568297e+00"	"1.343113e+00"	"1.851933e+00"	"7.161870e-01"	"2.055395e+00"	"1.199348e+00"	"2.620841e+00"	"2.006567e+00"	"1.117909e+00"	"9.175010e-01"	"8.171635e-01"
"STX4"	"7.828349e+01"	"6.836404e+01"	"7.980915e+01"	"6.546025e+01"	"7.516721e+01"	"7.998314e+01"	"7.644554e+01"	"7.876160e+01"	"7.672153e+01"	"8.057150e+01"	"6.996197e+01"	"9.528630e+01"	"1.303313e+02"	"9.374841e+01"	"9.701576e+01"	"8.457642e+01"
"ZNF668"	"1.253702e+01"	"7.404414e+00"	"8.909991e+00"	"1.153979e+01"	"1.499061e+01"	"1.280776e+01"	"7.521435e+00"	"1.191047e+01"	"7.788534e+00"	"7.810502e+00"	"9.994567e+00"	"7.675321e+00"	"9.459532e+00"	"8.319326e+00"	"1.260567e+01"	"8.307829e+00"
"ZNF646"	"1.720196e+01"	"1.278022e+01"	"1.035691e+01"	"1.327587e+01"	"1.477646e+01"	"1.587901e+01"	"9.088401e+00"	"1.172891e+01"	"2.300751e+01"	"2.117057e+01"	"1.958935e+01"	"2.003072e+01"	"2.197669e+01"	"1.432484e+01"	"1.428110e+01"	"9.397380e+00"
"PRSS53"	"1.312014e+00"	"1.521455e+00"	"1.446922e+00"	"1.225465e+00"	"5.353790e-01"	"1.895025e+00"	"7.163272e-01"	"7.625605e-01"	"9.847571e-01"	"1.233237e+00"	"3.997827e-01"	"1.310421e+00"	"2.197669e+00"	"8.059347e-01"	"6.781529e-01"	"6.809696e-01"
"VKORC1"	"1.692498e+02"	"1.304394e+02"	"1.321268e+02"	"1.556340e+02"	"1.766751e+02"	"2.302783e+02"	"1.891999e+02"	"1.963412e+02"	"6.785872e+01"	"8.324351e+01"	"1.603129e+02"	"1.042720e+02"	"1.737114e+02"	"1.084112e+02"	"1.509090e+02"	"1.233917e+02"
"BCKDK"	"6.224777e+01"	"4.280360e+01"	"4.333150e+01"	"4.033822e+01"	"6.199688e+01"	"4.352024e+01"	"5.374692e+01"	"5.624791e+01"	"5.926447e+01"	"3.720266e+01"	"6.196632e+01"	"5.129361e+01"	"9.383091e+01"	"4.544432e+01"	"6.510268e+01"	"3.867907e+01"
"KAT8"	"3.936041e+01"	"3.600777e+01"	"4.401688e+01"	"3.727456e+01"	"3.629869e+01"	"4.182125e+01"	"4.360642e+01"	"4.666144e+01"	"5.613116e+01"	"5.076827e+01"	"5.397066e+01"	"6.421061e+01"	"4.806207e+01"	"3.634506e+01"	"6.462398e+01"	"4.685071e+01"
"PRSS8"	"5.758283e+01"	"2.642260e+02"	"8.392146e+01"	"3.747880e+01"	"2.826801e+01"	"5.730818e+01"	"6.491715e+00"	"4.789606e+01"	"1.190661e+01"	"4.932949e+00"	"6.556436e+01"	"2.358757e+01"	"2.006567e+00"	"3.011596e+02"	"8.070020e+01"	"1.447741e+02"
"PRSS36"	"3.061366e+00"	"8.520148e+00"	"3.046151e+00"	"4.391249e+00"	"2.462743e+00"	"3.005902e+00"	"4.051726e+00"	"6.245734e+00"	"5.550449e+00"	"2.466474e+00"	"7.995654e+00"	"3.931262e+00"	"4.204236e+00"	"7.201417e+00"	"7.778813e+00"	"3.677236e+00"
"FUS"	"3.492872e+02"	"2.600674e+02"	"3.557143e+02"	"3.466023e+02"	"2.658692e+02"	"3.231998e+02"	"3.247201e+02"	"4.482403e+02"	"3.285508e+02"	"7.214438e+02"	"3.066333e+02"	"5.002063e+02"	"3.901340e+02"	"2.310693e+02"	"2.898904e+02"	"1.780054e+02"
"PYCARD"	"2.575920e+02"	"1.088347e+02"	"2.571713e+02"	"2.007720e+02"	"3.689832e+02"	"1.542812e+02"	"2.659812e+02"	"2.049472e+02"	"3.673144e+02"	"1.570322e+02"	"2.258772e+02"	"3.234867e+02"	"2.749953e+02"	"6.858245e+01"	"3.502062e+02"	"1.608450e+02"
"TRIM72"	"0.000000e+00"	"0.000000e+00"	"2.284613e-01"	"1.021221e-01"	"0.000000e+00"	"0.000000e+00"	"1.343113e-01"	"5.083737e-01"	"0.000000e+00"	"4.110791e-01"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"2.599789e-02"	"0.000000e+00"	"1.361939e-01"
"PYDC1"	"4.373379e-01"	"0.000000e+00"	"0.000000e+00"	"9.190987e-01"	"5.353790e-01"	"1.960371e-01"	"4.253193e-01"	"1.089372e-01"	"0.000000e+00"	"2.055395e-01"	"0.000000e+00"	"5.616089e-01"	"1.911017e-01"	"3.379726e-01"	"2.792394e-01"	"4.085817e-01"
"ITGAM"	"8.017862e+01"	"5.183090e+01"	"2.764382e+01"	"6.403054e+01"	"1.439099e+02"	"1.078204e+01"	"6.894649e+01"	"4.466426e+01"	"2.044714e+02"	"8.817646e+01"	"7.076153e+01"	"1.555657e+02"	"1.807822e+02"	"4.406643e+01"	"1.726498e+02"	"5.175369e+00"
"ITGAX"	"8.440622e+01"	"6.795832e+01"	"2.368382e+01"	"5.575865e+01"	"9.743897e+01"	"1.254638e+01"	"9.014530e+01"	"6.728688e+01"	"4.502131e+02"	"1.087304e+02"	"8.315480e+01"	"2.491671e+02"	"1.298536e+02"	"8.399920e+01"	"1.431701e+02"	"4.902981e+00"
"ITGAD"	"2.915586e-01"	"0.000000e+00"	"2.284613e-01"	"1.021221e-01"	"1.070758e-01"	"6.534570e-02"	"7.834829e-01"	"9.078101e-01"	"1.163804e+00"	"1.438777e+00"	"3.997827e-01"	"2.059233e+00"	"7.644066e-01"	"2.339811e-01"	"3.989135e-02"	"0.000000e+00"
"COX6A2"	"1.457793e-01"	"1.014303e-01"	"1.523075e-01"	"2.042442e-01"	"0.000000e+00"	"1.110877e+00"	"3.133931e-01"	"1.089372e-01"	"1.790467e-01"	"2.055395e-01"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"1.221901e+00"	"0.000000e+00"	"0.000000e+00"
"ZNF843"	"2.915586e-01"	"4.057213e-01"	"3.046151e-01"	"6.127325e-01"	"5.353790e-01"	"6.534570e-02"	"7.163272e-01"	"6.173109e-01"	"2.685701e-01"	"2.055395e+00"	"3.997827e-01"	"7.488118e-01"	"6.688558e-01"	"5.199579e-02"	"1.994567e-01"	"8.171635e-01"
"ARMC5"	"9.184097e+00"	"2.840049e+00"	"7.615377e+00"	"1.072282e+01"	"5.996244e+00"	"8.690979e+00"	"4.812823e+00"	"6.390983e+00"	"4.565692e+00"	"5.344028e+00"	"9.594784e+00"	"6.364900e+00"	"5.541948e+00"	"6.005514e+00"	"8.576640e+00"	"7.218277e+00"
"TGFB1I1"	"1.588994e+01"	"2.079322e+01"	"3.815304e+01"	"2.787933e+01"	"3.993927e+01"	"3.678963e+01"	"1.072252e+02"	"5.682891e+01"	"7.878057e+00"	"8.016042e+00"	"2.598587e+01"	"3.013968e+01"	"1.433262e+00"	"3.475919e+01"	"3.079612e+01"	"3.459325e+01"
"SLC5A2"	"1.457793e+00"	"1.014303e+00"	"8.376915e-01"	"1.838197e+00"	"1.070758e-01"	"1.045531e+00"	"2.462375e-01"	"6.173109e-01"	"6.266636e-01"	"6.166186e-01"	"3.598044e+00"	"1.497624e+00"	"4.777541e-01"	"2.339811e+00"	"9.573924e-01"	"1.089551e+00"
"C16orf58"	"3.761106e+01"	"4.219502e+01"	"4.028535e+01"	"2.593901e+01"	"2.848216e+01"	"5.031619e+01"	"2.536246e+01"	"3.231804e+01"	"1.629325e+01"	"1.911518e+01"	"4.397609e+01"	"2.602121e+01"	"2.742309e+01"	"4.536633e+01"	"3.374808e+01"	"4.739548e+01"
"AHSP"	"0.000000e+00"	"2.028607e-01"	"3.807689e-01"	"0.000000e+00"	"0.000000e+00"	"6.534570e-02"	"1.186417e+00"	"2.541868e+00"	"0.000000e+00"	"4.110791e-01"	"0.000000e+00"	"1.872030e-01"	"0.000000e+00"	"1.819853e-01"	"0.000000e+00"	"0.000000e+00"
"ZNF720"	"3.309190e+01"	"2.840049e+01"	"3.959996e+01"	"4.013398e+01"	"2.955292e+01"	"5.815768e+01"	"3.937561e+01"	"3.525934e+01"	"2.667797e+01"	"5.056273e+01"	"4.797392e+01"	"3.669178e+01"	"2.608538e+01"	"3.969879e+01"	"3.127482e+01"	"2.560446e+01"
"ZNF267"	"5.175166e+01"	"6.177107e+01"	"4.812918e+01"	"4.329976e+01"	"3.993927e+01"	"4.397766e+01"	"6.527531e+01"	"5.214461e+01"	"7.555773e+01"	"1.424389e+02"	"3.797935e+01"	"7.057551e+01"	"7.347859e+01"	"5.287972e+01"	"4.635375e+01"	"2.356155e+01"
"TP53TG3D"	"1.312014e+00"	"5.071516e-01"	"4.569226e-01"	"1.123343e+00"	"3.212274e-01"	"5.227656e-01"	"5.820158e-01"	"6.899357e-01"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"3.744059e-01"	"0.000000e+00"	"1.559874e-01"	"3.191308e-01"	"2.723878e-01"
"SHCBP1"	"6.997407e+00"	"1.724316e+00"	"6.549224e+00"	"6.025203e+00"	"3.747653e+00"	"2.875211e+00"	"8.775008e+00"	"7.516668e+00"	"4.655215e+00"	"3.905251e+00"	"5.996740e+00"	"7.113712e+00"	"2.770974e+00"	"1.767857e+00"	"3.709895e+00"	"2.042909e+00"
"VPS35"	"1.657511e+02"	"1.810531e+02"	"1.689852e+02"	"1.669696e+02"	"1.447665e+02"	"1.458516e+02"	"1.454816e+02"	"1.311604e+02"	"1.256908e+02"	"1.477829e+02"	"2.174818e+02"	"1.755964e+02"	"1.358733e+02"	"1.482400e+02"	"1.517866e+02"	"1.800484e+02"
"ORC6"	"8.163641e+00"	"3.042910e+00"	"1.195614e+01"	"6.229447e+00"	"5.782093e+00"	"7.580102e+00"	"1.007335e+01"	"9.150726e+00"	"6.803776e+00"	"9.660358e+00"	"7.196088e+00"	"1.478903e+01"	"5.064194e+00"	"6.005514e+00"	"6.422507e+00"	"6.401114e+00"
"MYLK3"	"0.000000e+00"	"1.014303e-01"	"2.284613e-01"	"0.000000e+00"	"1.070758e-01"	"1.306914e-01"	"6.715567e-02"	"3.631240e-02"	"0.000000e+00"	"2.055395e-01"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"5.199579e-02"	"3.989135e-02"	"0.000000e+00"
"C16orf87"	"2.667761e+01"	"4.554222e+01"	"2.939536e+01"	"3.349604e+01"	"2.965999e+01"	"3.816189e+01"	"4.528531e+01"	"3.155548e+01"	"2.372369e+01"	"4.377992e+01"	"2.398696e+01"	"3.219891e+01"	"3.220063e+01"	"2.077232e+01"	"2.740536e+01"	"2.002051e+01"
"GPT2"	"1.005877e+01"	"1.014303e+01"	"6.092302e+00"	"7.046423e+00"	"3.747653e+00"	"1.241568e+01"	"4.611356e+00"	"6.536233e+00"	"1.969514e+00"	"6.577265e+00"	"6.796306e+00"	"5.241683e+00"	"5.159745e+00"	"2.111029e+01"	"6.582073e+00"	"5.720144e+00"
"DNAJA2"	"1.083140e+02"	"1.434225e+02"	"1.146876e+02"	"1.222401e+02"	"1.008654e+02"	"1.325211e+02"	"1.047629e+02"	"1.121327e+02"	"1.022357e+02"	"1.586765e+02"	"1.159370e+02"	"1.151298e+02"	"1.207762e+02"	"1.309774e+02"	"1.212697e+02"	"6.441972e+01"
"NETO2"	"1.414059e+01"	"3.144340e+00"	"2.513074e+00"	"7.352789e+00"	"6.852851e+00"	"1.306914e+00"	"1.495333e+01"	"1.002222e+01"	"5.281879e+00"	"1.973180e+01"	"1.998913e+00"	"4.492871e+00"	"1.662584e+01"	"2.170824e+01"	"9.813272e+00"	"6.809696e-01"
"ITFG1"	"8.251109e+01"	"1.091390e+02"	"5.612533e+01"	"7.669368e+01"	"5.225299e+01"	"6.828626e+01"	"7.127455e+01"	"7.509405e+01"	"4.834262e+01"	"5.857877e+01"	"1.083411e+02"	"7.038831e+01"	"5.064194e+01"	"9.055067e+01"	"7.986248e+01"	"9.560813e+01"
"PHKB"	"9.300720e+01"	"8.023139e+01"	"1.063868e+02"	"1.071261e+02"	"6.692237e+01"	"9.089587e+01"	"7.467711e+01"	"7.160806e+01"	"5.317688e+01"	"1.175686e+02"	"1.023444e+02"	"9.753274e+01"	"8.293812e+01"	"4.877205e+01"	"8.644455e+01"	"6.251301e+01"
"ABCC11"	"2.915586e-01"	"6.085820e-01"	"7.615377e-02"	"0.000000e+00"	"2.141516e-01"	"6.534570e-02"	"6.715567e-02"	"1.089372e-01"	"2.685701e-01"	"4.110791e-01"	"7.995654e-01"	"0.000000e+00"	"0.000000e+00"	"1.559874e-01"	"1.994567e-01"	"1.634327e+00"
"LONP2"	"8.877960e+01"	"6.958121e+01"	"7.653454e+01"	"9.252260e+01"	"5.996244e+01"	"9.226813e+01"	"6.809585e+01"	"8.279228e+01"	"4.592549e+01"	"1.142800e+02"	"1.155372e+02"	"8.892140e+01"	"7.462520e+01"	"5.753334e+01"	"8.401118e+01"	"1.240727e+02"
"SIAH1"	"3.003054e+01"	"7.039265e+01"	"3.701073e+01"	"3.880639e+01"	"3.383595e+01"	"3.188870e+01"	"3.380169e+01"	"4.411957e+01"	"2.631987e+01"	"4.624640e+01"	"6.196632e+01"	"3.201171e+01"	"3.401609e+01"	"3.085950e+01"	"3.681971e+01"	"4.725929e+01"
"N4BP1"	"1.002962e+02"	"9.828599e+01"	"7.310762e+01"	"6.443903e+01"	"5.589356e+01"	"6.658727e+01"	"1.001963e+02"	"7.142650e+01"	"1.311517e+02"	"2.080060e+02"	"6.956219e+01"	"1.001536e+02"	"8.465803e+01"	"9.788207e+01"	"1.110575e+02"	"7.654098e+01"
"CBLN1"	"0.000000e+00"	"0.000000e+00"	"4.569226e-01"	"2.961540e+00"	"2.141516e-01"	"1.306914e-01"	"6.491715e-01"	"1.089372e-01"	"0.000000e+00"	"0.000000e+00"	"3.997827e-01"	"0.000000e+00"	"0.000000e+00"	"1.247899e+00"	"0.000000e+00"	"0.000000e+00"
"ZNF423"	"2.915586e-01"	"8.114426e-01"	"3.807689e-01"	"8.476132e+00"	"4.497183e+00"	"7.841484e-01"	"3.581636e+00"	"6.390983e+00"	"0.000000e+00"	"2.055395e-01"	"4.397609e+00"	"7.488118e-01"	"9.555083e-02"	"4.159663e-01"	"9.972837e-01"	"8.171635e-01"
"CNEP1R1"	"1.909709e+01"	"2.180752e+01"	"1.820075e+01"	"2.164988e+01"	"2.055855e+01"	"1.888491e+01"	"2.101973e+01"	"1.677633e+01"	"3.312365e+01"	"2.651460e+01"	"1.719066e+01"	"2.358757e+01"	"2.216779e+01"	"1.523477e+01"	"2.317687e+01"	"1.307462e+01"
"HEATR3"	"1.763930e+01"	"1.288165e+01"	"1.385999e+01"	"1.725863e+01"	"1.263494e+01"	"1.313449e+01"	"1.683369e+01"	"1.198309e+01"	"1.002662e+01"	"2.075949e+01"	"1.759044e+01"	"2.115393e+01"	"1.337712e+01"	"5.381564e+00"	"1.803089e+01"	"5.992532e+00"
"ADCY7"	"6.020686e+01"	"3.205198e+01"	"3.647766e+01"	"5.381833e+01"	"4.861241e+01"	"4.299747e+01"	"4.850878e+01"	"3.751071e+01"	"5.854829e+01"	"7.502193e+01"	"4.557523e+01"	"8.349252e+01"	"7.921164e+01"	"1.851050e+01"	"5.429213e+01"	"9.533574e+00"
"BRD7"	"1.053984e+02"	"1.064004e+02"	"1.507083e+02"	"1.070239e+02"	"1.022574e+02"	"1.517327e+02"	"1.287374e+02"	"1.029457e+02"	"8.504721e+01"	"1.745031e+02"	"1.043433e+02"	"1.364710e+02"	"9.946841e+01"	"6.663260e+01"	"1.118155e+02"	"1.062313e+02"
"NKD1"	"1.166234e+00"	"2.028607e+00"	"1.218460e+00"	"2.450930e+00"	"3.426425e+00"	"1.306914e+00"	"3.715947e+00"	"1.851933e+00"	"5.371402e-01"	"2.055395e+00"	"2.398696e+00"	"7.488118e-01"	"5.733050e-01"	"7.019432e-01"	"1.994567e+00"	"3.677236e+00"
"SNX20"	"3.629905e+01"	"7.505844e+00"	"2.322690e+01"	"3.002389e+01"	"3.222981e+01"	"1.385329e+01"	"2.489237e+01"	"2.374831e+01"	"5.899590e+01"	"4.151899e+01"	"1.279305e+01"	"5.260403e+01"	"5.236185e+01"	"6.993434e+00"	"2.517144e+01"	"1.770521e+00"
"NOD2"	"1.414059e+01"	"1.065018e+01"	"6.320763e+00"	"1.021221e+01"	"1.756043e+01"	"3.005902e+00"	"7.185657e+00"	"5.192674e+00"	"1.029519e+01"	"2.343151e+01"	"8.395436e+00"	"2.246435e+01"	"4.404893e+01"	"5.017594e+00"	"1.611610e+01"	"2.860072e+00"
"CYLD"	"1.218715e+02"	"6.552399e+01"	"9.656298e+01"	"1.199934e+02"	"6.349595e+01"	"8.305439e+01"	"1.091727e+02"	"9.960492e+01"	"1.508469e+02"	"2.955659e+02"	"8.835197e+01"	"1.767196e+02"	"8.962668e+01"	"6.457877e+01"	"1.007655e+02"	"4.644212e+01"
"SALL1"	"0.000000e+00"	"4.057213e-01"	"0.000000e+00"	"2.144564e+00"	"2.141516e-01"	"1.306914e-01"	"6.491715e-01"	"1.089372e-01"	"1.790467e-01"	"2.055395e-01"	"0.000000e+00"	"0.000000e+00"	"9.555083e-02"	"1.299895e-01"	"1.037175e+00"	"4.085817e-01"
"TOX3"	"6.705848e+00"	"6.369825e+01"	"6.069456e+01"	"1.521619e+01"	"2.387790e+01"	"1.006324e+01"	"3.335398e+00"	"1.924557e+01"	"9.847571e+00"	"4.521870e+00"	"3.917870e+01"	"1.759708e+01"	"1.146610e+00"	"1.692463e+01"	"3.091580e+01"	"1.242088e+02"
"CHD9"	"1.107923e+02"	"1.502183e+02"	"1.143068e+02"	"1.774882e+02"	"1.120013e+02"	"2.087795e+02"	"1.441608e+02"	"1.471015e+02"	"7.806438e+01"	"2.098559e+02"	"1.291298e+02"	"1.246772e+02"	"1.216362e+02"	"5.651942e+01"	"1.283704e+02"	"8.294209e+01"
"RBL2"	"1.017540e+02"	"8.439003e+01"	"1.008276e+02"	"1.401115e+02"	"5.846338e+01"	"7.357926e+01"	"7.707233e+01"	"8.206603e+01"	"1.056376e+02"	"1.849856e+02"	"8.755241e+01"	"1.057697e+02"	"7.988049e+01"	"5.160582e+01"	"7.814715e+01"	"6.441972e+01"
"AKTIP"	"2.755229e+01"	"1.967748e+01"	"2.787228e+01"	"3.441514e+01"	"2.077270e+01"	"3.071248e+01"	"1.784102e+01"	"2.382094e+01"	"2.273894e+01"	"4.193007e+01"	"3.678001e+01"	"3.145010e+01"	"1.471483e+01"	"2.776575e+01"	"3.031743e+01"	"2.614923e+01"
"RPGRIP1L"	"6.705848e+00"	"1.308451e+01"	"8.605376e+00"	"1.153979e+01"	"6.103320e+00"	"1.895025e+01"	"7.901984e+00"	"6.173109e+00"	"1.969514e+00"	"8.632661e+00"	"1.599131e+01"	"6.177698e+00"	"2.388771e+00"	"1.151707e+01"	"6.821421e+00"	"1.075932e+01"
"FTO"	"1.559839e+01"	"1.450454e+01"	"1.416460e+01"	"2.522415e+01"	"1.648967e+01"	"1.783938e+01"	"2.193752e+01"	"1.721208e+01"	"7.430440e+00"	"2.548690e+01"	"2.398696e+01"	"1.366582e+01"	"1.557479e+01"	"6.421480e+00"	"1.555763e+01"	"2.042909e+01"
"IRX3"	"2.245001e+01"	"3.955783e+00"	"4.569226e-01"	"1.940319e+00"	"5.032562e+00"	"3.920742e-01"	"1.544580e+00"	"1.815620e-01"	"3.491412e+00"	"4.110791e-01"	"9.195002e+00"	"4.492871e+00"	"0.000000e+00"	"2.599789e-02"	"3.949244e+00"	"1.198506e+01"
"IRX5"	"3.790262e+00"	"5.172947e+00"	"1.325076e+01"	"4.084883e-01"	"5.996244e+00"	"2.613828e+00"	"4.700897e-01"	"9.949599e+00"	"4.655215e+00"	"1.438777e+00"	"4.277675e+01"	"1.460183e+01"	"9.555083e-02"	"1.180304e+01"	"4.148700e+00"	"1.239365e+01"
"MMP2"	"2.040910e+01"	"1.257736e+02"	"1.675383e+01"	"1.547149e+02"	"1.087890e+02"	"2.234823e+01"	"1.220666e+02"	"3.311328e+02"	"3.491412e+00"	"2.343151e+01"	"4.437588e+01"	"3.257331e+01"	"1.079724e+01"	"2.365808e+01"	"1.460821e+02"	"4.521638e+01"
"LPCAT2"	"5.320945e+01"	"4.868656e+01"	"4.378842e+01"	"7.056635e+01"	"5.771385e+01"	"1.617960e+02"	"1.046509e+02"	"5.904397e+01"	"1.514736e+02"	"8.406567e+01"	"6.356545e+01"	"7.357076e+01"	"6.315910e+01"	"4.962998e+01"	"1.118155e+02"	"7.858389e+01"
"CAPNS2"	"4.373379e-01"	"1.014303e-01"	"3.046151e-01"	"2.042442e-01"	"1.070758e-01"	"1.176223e+00"	"4.029340e-01"	"2.541868e-01"	"1.432374e+00"	"1.438777e+00"	"0.000000e+00"	"7.488118e-01"	"8.599575e-01"	"2.339811e-01"	"1.116958e+00"	"4.085817e-01"
"CES1"	"2.332469e+00"	"6.004676e+01"	"2.246536e+01"	"3.076938e+02"	"1.751760e+02"	"2.744520e+00"	"1.231187e+01"	"9.731724e+00"	"1.575611e+01"	"4.521870e+00"	"5.996740e+01"	"1.175635e+02"	"2.234934e+02"	"4.632825e+01"	"5.664572e+01"	"8.444023e+00"
"GNAO1"	"1.020455e+00"	"9.128730e-01"	"1.599229e+00"	"6.433691e+00"	"4.711335e+00"	"1.306914e+00"	"7.342354e+00"	"9.876974e+00"	"4.386645e+00"	"1.459331e+01"	"1.199348e+00"	"1.684827e+00"	"2.484322e+00"	"5.719537e-01"	"1.196740e+00"	"2.723878e-01"
"AMFR"	"5.670815e+01"	"8.692579e+01"	"6.770070e+01"	"7.281304e+01"	"6.381717e+01"	"8.932758e+01"	"4.535246e+01"	"5.762779e+01"	"3.294460e+01"	"3.062539e+01"	"1.127387e+02"	"5.784571e+01"	"5.197965e+01"	"7.461396e+01"	"6.402561e+01"	"1.007835e+02"
"NUDT21"	"7.959550e+01"	"8.357859e+01"	"7.569685e+01"	"7.761278e+01"	"4.957609e+01"	"7.527825e+01"	"5.023244e+01"	"5.414179e+01"	"3.392936e+01"	"6.741697e+01"	"1.203346e+02"	"8.162049e+01"	"5.866821e+01"	"7.859164e+01"	"5.062212e+01"	"1.122238e+02"
"OGFOD1"	"3.192567e+01"	"2.860335e+01"	"2.535921e+01"	"2.890055e+01"	"2.184346e+01"	"3.469857e+01"	"2.390742e+01"	"2.323994e+01"	"1.405517e+01"	"3.165309e+01"	"4.677457e+01"	"2.527240e+01"	"2.283665e+01"	"2.464600e+01"	"2.680699e+01"	"2.410632e+01"
"BBS2"	"1.938865e+01"	"1.866318e+01"	"1.804844e+01"	"2.124139e+01"	"1.145711e+01"	"2.672639e+01"	"1.439370e+01"	"1.456127e+01"	"6.893300e+00"	"2.569244e+01"	"4.037805e+01"	"2.040512e+01"	"1.223051e+01"	"1.325893e+01"	"1.687404e+01"	"2.846453e+01"
"MT3"	"1.312014e+00"	"5.274377e+00"	"1.523075e-01"	"7.148545e-01"	"1.606137e+00"	"3.685498e+01"	"1.343113e-01"	"6.173109e-01"	"2.685701e-01"	"1.027698e+00"	"0.000000e+00"	"0.000000e+00"	"3.822033e-01"	"7.981354e+00"	"2.393481e-01"	"0.000000e+00"
"MT2A"	"7.226280e+02"	"9.370134e+02"	"2.934966e+02"	"7.440614e+02"	"8.350841e+02"	"6.743677e+02"	"1.885552e+03"	"2.097731e+03"	"3.100194e+02"	"8.474395e+02"	"3.662009e+02"	"4.183986e+02"	"8.826986e+02"	"1.209994e+03"	"5.903521e+02"	"7.184229e+02"
"MT1E"	"5.291789e+01"	"1.932248e+02"	"3.901358e+02"	"2.919670e+02"	"1.120013e+02"	"5.391021e+01"	"4.280279e+02"	"2.203800e+02"	"4.950643e+01"	"1.658704e+02"	"2.402694e+02"	"9.135504e+01"	"9.182435e+01"	"1.934503e+02"	"1.732481e+02"	"3.950985e+02"
"MT1M"	"4.227600e+00"	"2.596616e+01"	"4.333150e+01"	"4.197217e+01"	"2.580527e+01"	"7.906830e+00"	"1.966766e+02"	"1.322135e+02"	"7.251393e+00"	"1.459331e+01"	"1.479196e+01"	"1.478903e+01"	"5.828601e+00"	"7.373003e+01"	"1.807078e+01"	"3.105221e+01"
"MT1A"	"1.020455e+00"	"1.217164e+00"	"5.939994e+00"	"3.574273e+00"	"5.353790e+00"	"6.534570e-01"	"1.878120e+01"	"3.801909e+01"	"2.059038e+00"	"1.027698e+00"	"7.995654e-01"	"2.620841e+00"	"1.911017e-01"	"1.804254e+01"	"3.031743e+00"	"2.996266e+00"
