"GeneSymbol"	"Steele_PDAC1"	"Steele_PDAC2"	"Steele_PDAC3"	"Steele_PDAC4"	"Steele_PDAC5"	"Steele_PDAC6"	"Steele_PDAC7"	"Steele_PDAC8"	"Steele_PDAC9"	"Steele_PDAC10"	"Steele_PDAC11A"	"Steele_PDAC11B"	"Steele_PDAC12"	"Steele_PDAC13"	"Steele_PDAC15"	"Steele_PDAC16"
"SAMD11"	"2.915586e-01"	"2.535758e+00"	"1.979998e+00"	"1.409285e+01"	"1.563307e+01"	"2.417791e+00"	"1.193132e+01"	"2.229582e+01"	"8.952337e-02"	"4.110791e-01"	"5.197175e+00"	"1.872030e-01"	"1.911017e-01"	"8.319326e-01"	"4.268374e+00"	"3.949624e+00"
"NOC2L"	"5.831172e+01"	"2.343041e+01"	"6.808147e+01"	"4.432098e+01"	"4.315154e+01"	"3.901138e+01"	"3.895029e+01"	"3.801909e+01"	"2.667797e+01"	"3.576388e+01"	"6.276588e+01"	"4.979599e+01"	"4.099131e+01"	"4.801811e+01"	"6.398572e+01"	"4.698690e+01"
"KLHL17"	"6.560069e+00"	"3.550062e+00"	"7.615377e+00"	"4.187005e+00"	"5.675017e+00"	"5.881113e+00"	"3.783103e+00"	"4.793237e+00"	"2.954271e+00"	"5.138488e+00"	"8.395436e+00"	"4.305668e+00"	"5.159745e+00"	"7.383402e+00"	"8.377183e+00"	"5.311563e+00"
"PLEKHN1"	"1.618150e+01"	"6.897262e+00"	"1.127076e+01"	"3.778517e+00"	"1.927364e+00"	"2.378584e+01"	"4.163652e+00"	"5.337923e+00"	"2.775225e+00"	"4.727409e+00"	"1.279305e+01"	"3.931262e+00"	"6.210804e+00"	"3.143145e+01"	"1.671448e+01"	"9.397380e+00"
"PERM1"	"1.895131e+00"	"4.057213e-01"	"3.807689e-01"	"3.063662e-01"	"3.212274e-01"	"6.534570e-01"	"6.715567e-02"	"7.262481e-02"	"0.000000e+00"	"2.055395e-01"	"2.398696e+00"	"1.872030e-01"	"9.555083e-02"	"8.059347e-01"	"2.473264e+00"	"5.447757e-01"
"HES4"	"1.287231e+02"	"8.134712e+01"	"5.978071e+01"	"9.558626e+01"	"7.827240e+01"	"4.809444e+01"	"8.992145e+01"	"5.461386e+01"	"3.903219e+01"	"9.249279e+00"	"6.316566e+01"	"8.948301e+01"	"8.217371e+00"	"3.544293e+02"	"7.439737e+01"	"9.233947e+01"
"ISG15"	"1.056900e+03"	"2.764991e+02"	"2.185613e+02"	"1.944404e+02"	"2.582668e+02"	"1.046185e+02"	"1.560250e+02"	"2.097041e+02"	"2.876386e+02"	"1.956736e+02"	"2.166822e+02"	"3.536264e+02"	"9.488197e+01"	"4.249876e+02"	"3.152613e+02"	"6.373875e+01"
"AGRN"	"1.539430e+02"	"6.816118e+01"	"7.881915e+01"	"9.619900e+01"	"2.709018e+01"	"1.923124e+02"	"1.918414e+01"	"1.873720e+01"	"1.253327e+01"	"1.007144e+01"	"1.235328e+02"	"4.811116e+01"	"9.172880e+00"	"1.271557e+02"	"1.338754e+02"	"4.427664e+02"
"RNF223"	"3.644483e+00"	"1.146163e+01"	"1.149922e+01"	"7.148545e-01"	"2.248592e+00"	"5.881113e-01"	"1.566966e-01"	"1.416184e+00"	"2.238084e+00"	"0.000000e+00"	"3.598044e+00"	"1.684827e+00"	"1.911017e-01"	"1.567673e+01"	"5.106093e+00"	"8.171635e+00"
"C1orf159"	"1.035033e+01"	"4.158644e+00"	"1.203230e+01"	"8.476132e+00"	"4.390108e+00"	"5.162311e+00"	"4.969520e+00"	"5.374236e+00"	"4.565692e+00"	"6.166186e+00"	"1.039435e+01"	"7.300915e+00"	"5.733050e+00"	"7.591385e+00"	"9.374467e+00"	"1.579849e+01"
"TTLL10"	"1.880553e+01"	"1.014303e-01"	"6.625378e+00"	"1.736075e+00"	"1.070758e-01"	"2.091063e+00"	"5.596306e-01"	"7.988729e-01"	"9.847571e-01"	"1.438777e+00"	"7.196088e+00"	"3.744059e+00"	"4.777541e-01"	"1.195903e+00"	"1.077066e+00"	"1.157648e+01"
"TNFRSF18"	"4.708672e+02"	"3.042910e+00"	"1.995229e+01"	"1.245889e+01"	"1.927364e+01"	"1.106303e+02"	"6.567825e+01"	"5.791828e+01"	"7.215584e+01"	"4.377992e+01"	"2.558609e+01"	"8.835980e+01"	"2.551207e+01"	"2.519196e+01"	"2.916058e+01"	"9.397380e+00"
"TNFRSF4"	"3.717372e+01"	"3.347201e+00"	"3.358381e+01"	"2.900267e+01"	"1.391985e+01"	"1.888491e+01"	"8.410129e+01"	"5.247142e+01"	"2.739415e+01"	"3.247525e+01"	"1.958935e+01"	"3.893821e+01"	"2.188114e+01"	"1.580672e+01"	"1.567730e+01"	"2.451490e+00"
"SDF4"	"1.275569e+02"	"9.818456e+01"	"1.405799e+02"	"1.112109e+02"	"1.063263e+02"	"9.128795e+01"	"1.299238e+02"	"1.260040e+02"	"7.376726e+01"	"1.031808e+02"	"1.507181e+02"	"9.360148e+01"	"1.009972e+02"	"1.371909e+02"	"1.323196e+02"	"2.155950e+02"
"B3GALT6"	"3.513281e+01"	"1.460597e+01"	"2.459767e+01"	"2.838994e+01"	"2.634065e+01"	"3.156197e+01"	"1.934083e+01"	"2.694380e+01"	"1.691992e+01"	"1.849856e+01"	"3.278218e+01"	"2.639562e+01"	"3.344279e+01"	"1.882248e+01"	"2.760481e+01"	"3.118841e+01"
"UBE2J2"	"6.122731e+01"	"2.576330e+01"	"6.495917e+01"	"5.473743e+01"	"5.407328e+01"	"4.247471e+01"	"4.011432e+01"	"5.646579e+01"	"6.123399e+01"	"4.994611e+01"	"6.276588e+01"	"6.776747e+01"	"6.210804e+01"	"6.174500e+01"	"7.140551e+01"	"5.665667e+01"
"SCNN1D"	"3.498703e+00"	"1.217164e+00"	"2.056152e+00"	"1.633953e+00"	"1.284910e+00"	"1.306914e+00"	"1.343113e+00"	"2.033495e+00"	"7.161870e-01"	"1.233237e+00"	"2.398696e+00"	"9.360148e-01"	"6.688558e-01"	"3.457720e+00"	"1.994567e+00"	"8.171635e-01"
"ACAP3"	"2.463670e+01"	"7.404414e+00"	"2.269382e+01"	"2.185412e+01"	"1.648967e+01"	"1.614039e+01"	"1.748286e+01"	"1.801095e+01"	"1.495040e+01"	"1.397669e+01"	"2.878435e+01"	"1.984351e+01"	"2.025678e+01"	"2.329411e+01"	"2.772449e+01"	"4.058579e+01"
"PUSL1"	"1.691040e+01"	"1.054875e+01"	"2.535921e+01"	"1.266314e+01"	"1.349155e+01"	"1.300379e+01"	"1.703516e+01"	"1.655846e+01"	"1.235423e+01"	"1.171575e+01"	"2.278761e+01"	"1.385302e+01"	"1.289936e+01"	"2.259217e+01"	"2.684688e+01"	"1.498133e+01"
"CPTP"	"2.784385e+01"	"1.237450e+01"	"3.190843e+01"	"1.695226e+01"	"1.756043e+01"	"1.705523e+01"	"1.656507e+01"	"1.463390e+01"	"1.593516e+01"	"1.336007e+01"	"3.398153e+01"	"1.572505e+01"	"1.318601e+01"	"2.584191e+01"	"2.868188e+01"	"3.949624e+01"
"TAS1R3"	"5.831172e-01"	"3.042910e-01"	"2.284613e-01"	"1.021221e-01"	"0.000000e+00"	"6.534570e-02"	"3.268243e+00"	"2.832368e+00"	"4.476169e-01"	"2.672014e+00"	"7.995654e-01"	"3.744059e-01"	"2.866525e-01"	"5.199579e-01"	"1.954676e+00"	"8.171635e-01"
"DVL1"	"4.490003e+01"	"1.927176e+01"	"4.607303e+01"	"1.685014e+01"	"1.798873e+01"	"5.462901e+01"	"1.497572e+01"	"1.801095e+01"	"1.253327e+01"	"1.212683e+01"	"6.356545e+01"	"2.396198e+01"	"2.149894e+01"	"3.899684e+01"	"5.604734e+01"	"6.564547e+01"
"MXRA8"	"3.352924e+00"	"3.124054e+01"	"1.264153e+01"	"6.617511e+01"	"1.277414e+02"	"1.346121e+01"	"9.965902e+01"	"2.010618e+02"	"4.118075e+00"	"9.043740e+00"	"1.839000e+01"	"2.040512e+01"	"2.866525e-01"	"5.771533e+00"	"8.732216e+01"	"3.649997e+01"
"AURKAIP1"	"2.249375e+02"	"1.324680e+02"	"3.338581e+02"	"1.985253e+02"	"2.094403e+02"	"2.083221e+02"	"2.354478e+02"	"1.955060e+02"	"1.833439e+02"	"1.405890e+02"	"3.210255e+02"	"2.465463e+02"	"1.579455e+02"	"4.848867e+02"	"2.783219e+02"	"2.805595e+02"
"CCNL2"	"9.286142e+01"	"5.020801e+01"	"1.015891e+02"	"7.373214e+01"	"5.385912e+01"	"6.541105e+01"	"6.928227e+01"	"6.256627e+01"	"5.980161e+01"	"1.428500e+02"	"1.059424e+02"	"1.076417e+02"	"7.386079e+01"	"9.364442e+01"	"8.401118e+01"	"1.089551e+02"
"ANKRD65"	"4.081821e+00"	"2.840049e+00"	"1.675383e+00"	"1.348011e+01"	"1.242079e+01"	"2.091063e+00"	"6.693182e+00"	"1.891876e+01"	"6.266636e-01"	"3.083093e+00"	"2.318740e+01"	"5.616089e+00"	"3.822033e-01"	"1.091912e+00"	"2.154133e+01"	"5.447757e+00"
"TMEM88B"	"0.000000e+00"	"2.028607e-01"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"1.872030e-01"	"0.000000e+00"	"0.000000e+00"	"7.978270e-02"	"0.000000e+00"
"VWA1"	"1.227462e+02"	"2.748762e+01"	"9.549683e+01"	"1.356181e+02"	"3.608454e+01"	"6.730607e+01"	"5.345592e+01"	"2.480137e+01"	"1.065328e+01"	"1.644316e+01"	"9.914610e+01"	"2.340037e+01"	"6.688558e-01"	"3.501916e+01"	"7.535476e+01"	"9.724245e+01"
"ATAD3C"	"5.102276e+00"	"2.028607e+00"	"3.655381e+00"	"8.271888e+00"	"5.675017e+00"	"2.679174e+00"	"6.200707e+00"	"3.885427e+00"	"1.253327e+00"	"2.672014e+00"	"9.195002e+00"	"4.118465e+00"	"1.815466e+00"	"3.327731e+00"	"8.736205e+00"	"5.175369e+00"
"ATAD3B"	"2.813541e+01"	"6.288680e+00"	"2.292229e+01"	"1.429709e+01"	"1.295617e+01"	"1.228499e+01"	"8.954090e+00"	"1.212834e+01"	"8.952337e+00"	"1.479885e+01"	"3.118305e+01"	"1.740987e+01"	"1.261271e+01"	"2.586791e+01"	"2.525122e+01"	"3.908765e+01"
"ATAD3A"	"2.142956e+01"	"7.607275e+00"	"2.566382e+01"	"1.102918e+01"	"1.616844e+01"	"1.404933e+01"	"1.676653e+01"	"1.652214e+01"	"1.136947e+01"	"1.151021e+01"	"2.678544e+01"	"1.516344e+01"	"1.538368e+01"	"2.589390e+01"	"2.485231e+01"	"2.982647e+01"
"TMEM240"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"1.021221e-01"	"1.070758e-01"	"0.000000e+00"	"1.343113e-01"	"1.452496e-01"	"8.952337e-02"	"0.000000e+00"	"0.000000e+00"	"1.872030e-01"	"0.000000e+00"	"5.199579e-02"	"7.978270e-02"	"0.000000e+00"
"SSU72"	"2.361625e+02"	"1.143120e+02"	"2.262529e+02"	"1.670717e+02"	"1.717496e+02"	"1.497724e+02"	"1.487050e+02"	"1.647131e+02"	"1.699154e+02"	"1.726532e+02"	"3.066333e+02"	"2.186531e+02"	"1.626275e+02"	"2.586791e+02"	"2.152537e+02"	"2.620371e+02"
"AL645728.1"	"2.332469e+00"	"5.071516e-01"	"5.026149e+00"	"1.940319e+00"	"4.390108e+00"	"2.091063e+00"	"6.558871e+00"	"5.410548e+00"	"3.580935e+00"	"1.356561e+01"	"4.797392e+00"	"4.867277e+00"	"2.962076e+00"	"2.235819e+00"	"3.470547e+00"	"2.179103e+00"
"MIB2"	"4.956497e+01"	"1.866318e+01"	"5.856225e+01"	"3.175997e+01"	"2.987415e+01"	"2.744520e+01"	"2.242999e+01"	"2.763374e+01"	"3.697315e+01"	"2.815892e+01"	"4.317653e+01"	"3.931262e+01"	"3.019406e+01"	"4.471638e+01"	"4.096842e+01"	"6.673502e+01"
"MMP23B"	"9.767214e+00"	"5.203376e+01"	"6.343609e+01"	"2.113927e+01"	"4.475768e+01"	"1.025928e+01"	"1.479663e+01"	"4.844075e+01"	"1.262280e+01"	"9.660358e+00"	"1.479196e+01"	"1.104497e+01"	"3.630931e+00"	"1.034976e+02"	"4.515701e+01"	"1.144029e+02"
"CDK11B"	"3.702794e+01"	"3.103768e+01"	"5.193687e+01"	"3.798941e+01"	"3.512086e+01"	"3.339165e+01"	"3.709232e+01"	"3.032086e+01"	"4.225503e+01"	"5.241258e+01"	"4.557523e+01"	"6.027935e+01"	"3.153177e+01"	"5.415361e+01"	"4.364114e+01"	"5.406898e+01"
"SLC35E2B"	"5.758283e+01"	"1.714173e+01"	"5.178456e+01"	"6.586874e+01"	"3.554916e+01"	"2.796796e+01"	"3.160794e+01"	"4.372013e+01"	"3.795791e+01"	"7.851610e+01"	"6.316566e+01"	"6.233858e+01"	"4.280677e+01"	"3.041754e+01"	"4.938549e+01"	"8.702791e+01"
"CDK11A"	"4.562892e+01"	"3.844210e+01"	"8.293146e+01"	"5.208226e+01"	"6.156858e+01"	"6.018339e+01"	"7.257290e+01"	"6.176740e+01"	"6.938062e+01"	"1.148966e+02"	"4.237696e+01"	"8.293091e+01"	"4.796652e+01"	"6.377284e+01"	"5.927854e+01"	"3.963243e+01"
"NADK"	"9.767214e+01"	"3.296486e+01"	"7.234608e+01"	"5.698412e+01"	"6.917096e+01"	"2.816400e+01"	"3.637599e+01"	"3.605822e+01"	"3.022309e+02"	"7.296654e+01"	"7.915697e+01"	"1.473287e+02"	"9.287541e+01"	"4.172662e+01"	"7.647172e+01"	"1.018730e+02"
"GNB1"	"2.966609e+02"	"1.521455e+02"	"2.368382e+02"	"2.568370e+02"	"2.054784e+02"	"1.490535e+02"	"2.248148e+02"	"1.853022e+02"	"2.452940e+02"	"2.254769e+02"	"2.826464e+02"	"2.459847e+02"	"2.550252e+02"	"2.033815e+02"	"2.305720e+02"	"2.480091e+02"
"CALML6"	"4.373379e-01"	"1.014303e-01"	"7.615377e-02"	"5.106104e-01"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"7.262481e-02"	"1.790467e-01"	"4.110791e-01"	"0.000000e+00"	"1.872030e-01"	"9.555083e-02"	"1.819853e-01"	"7.978270e-02"	"0.000000e+00"
"TMEM52"	"3.644483e+00"	"6.085820e-01"	"1.827691e+00"	"6.229447e+00"	"1.070758e+00"	"1.110877e+00"	"2.372834e+00"	"1.525121e+00"	"1.700944e+00"	"1.644316e+00"	"4.797392e+00"	"1.123218e+00"	"3.439830e+00"	"2.365808e+00"	"6.781529e-01"	"2.042909e+00"
"CFAP74"	"0.000000e+00"	"5.071516e-01"	"2.284613e-01"	"3.063662e-01"	"3.212274e-01"	"1.306914e-01"	"4.924749e-01"	"2.904992e-01"	"3.580935e-01"	"2.055395e-01"	"1.199348e+00"	"3.744059e-01"	"1.911017e-01"	"2.079832e-01"	"7.978270e-02"	"5.447757e-01"
"GABRD"	"1.457793e-01"	"2.028607e-01"	"6.853839e-01"	"1.021221e+00"	"6.424548e-01"	"0.000000e+00"	"2.283293e+00"	"3.268116e-01"	"1.790467e-01"	"0.000000e+00"	"3.997827e-01"	"9.360148e-01"	"0.000000e+00"	"0.000000e+00"	"7.978270e-02"	"0.000000e+00"
"PRKCZ"	"2.201268e+01"	"2.079322e+01"	"3.914304e+01"	"1.164192e+01"	"8.351912e+00"	"1.261172e+01"	"6.670797e+00"	"1.223728e+01"	"1.727801e+01"	"1.541547e+01"	"3.198261e+01"	"2.452359e+01"	"4.299787e+00"	"3.343329e+01"	"1.950687e+01"	"5.107272e+01"
"SKI"	"5.904062e+01"	"3.763065e+01"	"4.005688e+01"	"5.800534e+01"	"4.400815e+01"	"4.717960e+01"	"6.762576e+01"	"4.611675e+01"	"4.995404e+01"	"9.639804e+01"	"6.076697e+01"	"5.260403e+01"	"6.889215e+01"	"2.410005e+01"	"5.903920e+01"	"8.484881e+01"
"MORN1"	"3.936041e+00"	"2.434328e+00"	"4.493073e+00"	"2.961540e+00"	"2.783971e+00"	"2.548482e+00"	"2.238522e+00"	"2.650806e+00"	"1.521897e+00"	"3.494172e+00"	"9.994567e+00"	"5.990495e+00"	"2.006567e+00"	"5.537552e+00"	"3.829569e+00"	"8.035441e+00"
"RER1"	"2.466586e+02"	"1.670558e+02"	"2.362290e+02"	"1.845346e+02"	"2.122242e+02"	"2.069498e+02"	"1.977511e+02"	"2.046204e+02"	"1.696468e+02"	"1.449054e+02"	"3.102314e+02"	"2.252052e+02"	"2.046699e+02"	"2.724579e+02"	"2.584162e+02"	"2.053804e+02"
"PEX10"	"2.186690e+01"	"9.737312e+00"	"1.850537e+01"	"1.399072e+01"	"1.627552e+01"	"2.077993e+01"	"1.446086e+01"	"1.710314e+01"	"8.773291e+00"	"8.221581e+00"	"3.837914e+01"	"1.535064e+01"	"1.347267e+01"	"1.819853e+01"	"1.711339e+01"	"2.247200e+01"
"PLCH2"	"6.997407e+00"	"2.434328e+00"	"9.823837e+00"	"2.757296e+00"	"2.034440e+00"	"1.163154e+01"	"1.298343e+00"	"2.868680e+00"	"3.222841e+00"	"1.048252e+01"	"1.039435e+01"	"4.680074e+00"	"2.484322e+00"	"3.951680e+00"	"7.180443e+00"	"8.988798e+00"
"PANK4"	"1.209968e+01"	"6.998693e+00"	"1.286999e+01"	"1.021221e+01"	"1.113588e+01"	"8.756324e+00"	"1.179701e+01"	"1.107528e+01"	"1.047423e+01"	"1.479885e+01"	"1.039435e+01"	"1.628666e+01"	"1.146610e+01"	"7.461396e+00"	"1.559752e+01"	"1.035074e+01"
"HES5"	"0.000000e+00"	"2.028607e-01"	"7.615377e-02"	"9.190987e-01"	"0.000000e+00"	"6.534570e-02"	"2.708612e+00"	"2.904992e-01"	"5.371402e-01"	"0.000000e+00"	"7.995654e-01"	"1.872030e-01"	"0.000000e+00"	"1.403886e+00"	"1.196740e-01"	"2.723878e-01"
"TNFRSF14"	"1.707076e+02"	"7.840565e+01"	"2.042444e+02"	"1.198913e+02"	"1.128579e+02"	"9.220279e+01"	"1.138065e+02"	"1.211382e+02"	"1.692887e+02"	"1.414112e+02"	"1.759044e+02"	"2.102289e+02"	"2.375394e+02"	"1.035496e+02"	"1.582490e+02"	"1.386454e+02"
"MMEL1"	"1.020455e+01"	"3.093625e+01"	"7.028993e+01"	"7.659156e+00"	"1.113588e+01"	"6.469225e+00"	"1.052106e+00"	"2.977617e+00"	"5.281879e+00"	"3.083093e+00"	"5.636936e+01"	"1.778428e+01"	"4.299787e+00"	"8.215335e+00"	"1.675437e+01"	"7.504285e+01"
"TTC34"	"3.207145e+00"	"1.115734e+00"	"1.294614e+00"	"1.940319e+00"	"1.177834e+00"	"1.176223e+00"	"6.939420e-01"	"1.670371e+00"	"4.476169e-01"	"1.644316e+00"	"3.198261e+00"	"2.433638e+00"	"4.013135e+00"	"5.199579e-01"	"2.313698e+00"	"5.447757e-01"
"PRDM16"	"3.498703e+00"	"1.521455e+00"	"2.513074e+01"	"1.205041e+01"	"2.783971e+00"	"6.534570e-01"	"4.051726e+00"	"4.066989e+00"	"1.342851e+00"	"6.371726e+00"	"1.119391e+01"	"4.118465e+00"	"5.541948e+00"	"6.473476e+00"	"8.177726e+00"	"2.805595e+01"
"ARHGEF16"	"1.749352e+01"	"1.785174e+01"	"6.107532e+01"	"1.072282e+01"	"9.101442e+00"	"8.952361e+00"	"2.037055e+00"	"4.756925e+00"	"4.028552e+00"	"1.849856e+00"	"4.157740e+01"	"1.591225e+01"	"7.644066e-01"	"2.737578e+01"	"2.297742e+01"	"7.872008e+01"
"MEGF6"	"5.612503e+01"	"1.217164e+01"	"1.028076e+01"	"7.352789e+00"	"1.445523e+01"	"1.071670e+01"	"1.027482e+01"	"1.550540e+01"	"8.236150e+00"	"7.193884e+00"	"1.439218e+01"	"1.834589e+01"	"2.484322e+00"	"1.700262e+01"	"1.025208e+01"	"4.753168e+01"
"TPRG1L"	"4.912763e+01"	"3.316772e+01"	"5.285072e+01"	"3.390453e+01"	"3.918974e+01"	"3.718171e+01"	"3.326444e+01"	"3.130129e+01"	"4.879024e+01"	"3.576388e+01"	"5.517001e+01"	"5.634809e+01"	"3.057627e+01"	"9.445035e+01"	"6.665844e+01"	"1.047331e+02"
"WRAP73"	"2.959320e+01"	"1.511312e+01"	"3.449766e+01"	"2.348808e+01"	"2.516281e+01"	"2.228288e+01"	"2.054964e+01"	"2.505556e+01"	"2.739415e+01"	"2.733676e+01"	"3.158283e+01"	"3.500695e+01"	"2.484322e+01"	"2.833771e+01"	"3.845526e+01"	"2.778356e+01"
"TP73"	"4.227600e+00"	"7.100123e-01"	"1.751537e+00"	"2.042442e-01"	"6.424548e-01"	"5.227656e-01"	"6.044011e-01"	"1.125685e+00"	"7.161870e-01"	"8.221581e-01"	"3.997827e+00"	"1.872030e+00"	"7.644066e-01"	"3.119747e-01"	"1.954676e+00"	"2.587684e+00"
"SMIM1"	"1.370326e+01"	"6.491541e+00"	"1.667768e+01"	"9.190987e+00"	"6.959927e+00"	"1.248103e+01"	"2.847401e+01"	"1.688527e+01"	"2.506654e+00"	"1.212683e+01"	"1.319283e+01"	"8.798539e+00"	"4.204236e+00"	"9.723213e+00"	"1.276523e+01"	"1.634327e+01"
"LRRC47"	"3.309190e+01"	"1.988034e+01"	"3.266997e+01"	"2.961540e+01"	"2.344960e+01"	"2.456998e+01"	"2.536246e+01"	"2.690749e+01"	"1.897896e+01"	"3.350294e+01"	"4.837370e+01"	"2.864205e+01"	"2.637203e+01"	"3.592909e+01"	"3.223221e+01"	"4.208392e+01"
"CEP104"	"3.454970e+01"	"1.896747e+01"	"3.480227e+01"	"3.247482e+01"	"2.409205e+01"	"2.587690e+01"	"2.581016e+01"	"2.055282e+01"	"1.745706e+01"	"4.562978e+01"	"4.637479e+01"	"3.332213e+01"	"2.579872e+01"	"3.007956e+01"	"3.546341e+01"	"3.309512e+01"
"DFFB"	"7.434745e+00"	"3.651492e+00"	"1.035691e+01"	"1.041645e+01"	"5.460865e+00"	"4.443508e+00"	"6.939420e+00"	"5.882609e+00"	"4.565692e+00"	"1.253791e+01"	"9.994567e+00"	"8.985742e+00"	"6.593007e+00"	"5.043592e+00"	"7.818704e+00"	"1.035074e+01"
"C1orf174"	"4.650360e+01"	"3.367487e+01"	"3.998073e+01"	"4.595493e+01"	"4.540014e+01"	"3.613617e+01"	"3.330921e+01"	"3.791015e+01"	"3.437698e+01"	"3.185863e+01"	"5.796849e+01"	"4.137185e+01"	"4.691546e+01"	"3.644905e+01"	"4.715157e+01"	"3.132460e+01"
"AJAP1"	"4.373379e-01"	"0.000000e+00"	"4.569226e-01"	"1.307163e+01"	"2.141516e-01"	"1.306914e-01"	"3.290628e+00"	"3.268116e-01"	"2.685701e-01"	"6.166186e-01"	"1.199348e+00"	"5.616089e-01"	"0.000000e+00"	"0.000000e+00"	"1.994567e-01"	"0.000000e+00"
"NPHP4"	"5.102276e+00"	"2.332898e+00"	"5.406918e+00"	"5.208226e+00"	"3.961804e+00"	"4.051434e+00"	"4.521815e+00"	"5.047424e+00"	"2.148561e+00"	"4.521870e+00"	"7.595871e+00"	"5.241683e+00"	"7.835168e+00"	"4.133665e+00"	"7.340008e+00"	"7.626859e+00"
"KCNAB2"	"7.463901e+01"	"3.397916e+01"	"3.822919e+01"	"4.432098e+01"	"7.816533e+01"	"1.731661e+01"	"4.485999e+01"	"5.621160e+01"	"7.305107e+01"	"8.057150e+01"	"4.797392e+01"	"1.040848e+02"	"1.622453e+02"	"3.379726e+01"	"7.248258e+01"	"7.082084e+00"
"CHD5"	"4.373379e-01"	"5.071516e-01"	"2.284613e-01"	"4.084883e-01"	"6.424548e-01"	"1.306914e-01"	"2.462375e-01"	"5.083737e-01"	"0.000000e+00"	"2.055395e-01"	"1.199348e+00"	"0.000000e+00"	"5.733050e-01"	"1.819853e-01"	"1.994567e-01"	"4.085817e-01"
"RNF207"	"2.259579e+01"	"5.071516e+00"	"3.761996e+01"	"1.654378e+01"	"1.049343e+01"	"1.313449e+01"	"7.230428e+00"	"1.067585e+01"	"6.714253e+00"	"7.810502e+00"	"2.438674e+01"	"1.029616e+01"	"1.051059e+00"	"1.143907e+01"	"3.183330e+01"	"2.560446e+01"
"ICMT"	"2.944742e+01"	"2.637189e+01"	"5.612533e+01"	"3.758092e+01"	"2.569819e+01"	"2.470068e+01"	"3.953231e+01"	"2.541868e+01"	"1.387612e+01"	"2.055395e+01"	"4.837370e+01"	"3.313492e+01"	"1.958792e+01"	"3.691701e+01"	"5.580800e+01"	"6.687121e+01"
"GPR153"	"7.143186e+00"	"1.815603e+01"	"8.148454e+00"	"6.740057e+00"	"8.673139e+00"	"3.463322e+00"	"5.305298e+00"	"8.787602e+00"	"6.177113e+00"	"2.466474e+00"	"1.439218e+01"	"3.556856e+00"	"2.579872e+00"	"4.887604e+00"	"2.014513e+01"	"2.492349e+01"
"ACOT7"	"1.763930e+01"	"1.643171e+01"	"2.870997e+01"	"1.521619e+01"	"1.659675e+01"	"1.718592e+01"	"3.292867e+01"	"2.447456e+01"	"9.399954e+00"	"9.249279e+00"	"3.478109e+01"	"1.291700e+01"	"5.350846e+00"	"4.302652e+01"	"4.033015e+01"	"2.860072e+01"
"HES2"	"1.603572e+00"	"7.505844e+00"	"2.284613e-01"	"1.021221e-01"	"3.533501e+00"	"4.378162e+00"	"1.768433e+00"	"2.215057e+00"	"6.266636e-01"	"4.110791e-01"	"1.199348e+00"	"1.441463e+01"	"4.777541e-01"	"7.851364e+00"	"2.712612e+00"	"2.315297e+00"
"ESPN"	"1.574417e+01"	"1.470740e+01"	"2.535921e+01"	"9.190987e-01"	"1.284910e+00"	"6.534570e-01"	"1.231187e+00"	"8.351853e-01"	"2.148561e+00"	"3.905251e+00"	"3.398153e+01"	"9.547351e+00"	"2.866525e-01"	"5.069589e+00"	"1.408165e+01"	"5.447757e-01"
"TNFRSF25"	"3.513281e+01"	"7.100123e+00"	"4.196073e+01"	"2.818569e+01"	"1.092173e+01"	"1.620573e+01"	"2.556393e+01"	"2.298575e+01"	"2.238084e+01"	"7.502193e+01"	"2.478653e+01"	"2.770604e+01"	"1.997012e+01"	"1.601470e+01"	"2.612883e+01"	"5.583950e+00"
"PLEKHG5"	"5.102276e+00"	"3.854353e+00"	"5.711533e+00"	"3.165784e+00"	"1.606137e+00"	"4.051434e+00"	"2.798153e+00"	"2.977617e+00"	"7.161870e-01"	"6.166186e-01"	"4.397609e+00"	"9.360148e-01"	"2.866525e-01"	"1.949842e+00"	"4.786962e+00"	"3.404848e+00"
"NOL9"	"3.294612e+01"	"1.085305e+01"	"3.419304e+01"	"3.084087e+01"	"1.905949e+01"	"2.306703e+01"	"1.853497e+01"	"1.975395e+01"	"1.656182e+01"	"2.610352e+01"	"3.558066e+01"	"2.751883e+01"	"2.790084e+01"	"1.596271e+01"	"2.916058e+01"	"2.492349e+01"
"TAS1R1"	"2.915586e-01"	"0.000000e+00"	"3.046151e-01"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"2.014670e-01"	"7.262481e-02"	"8.952337e-02"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"5.983702e-01"	"0.000000e+00"
"ZBTB48"	"2.419937e+01"	"1.115734e+01"	"2.238921e+01"	"2.103715e+01"	"2.312837e+01"	"1.587901e+01"	"2.166890e+01"	"2.215057e+01"	"2.336560e+01"	"1.788194e+01"	"2.238783e+01"	"2.882926e+01"	"2.264555e+01"	"2.207221e+01"	"2.648786e+01"	"2.083767e+01"
